$GATE WITHDRAWAL AT SEG317                                   ELEV OF WITHDRAWAL CENTERLINE:316.     

JDAY,      N2,      DO,
     4.750,   20.0132,   11.9281,
     4.800,   20.0092,   11.9240,
     4.850,   20.0062,   11.9209,
     4.900,   20.0040,   11.9188,
     4.950,   20.0026,   11.9174,
     5.000,   20.0015,   11.9164,
     5.050,   20.0008,   11.9158,
     5.100,   20.0003,   11.9154,
     5.150,   19.9997,   11.9149,
     5.200,   19.9989,   11.9142,
     5.250,   19.9980,   11.9134,
     5.300,   19.9968,   11.9124,
     5.350,   19.9957,   11.9115,
     5.400,   19.9949,   11.9108,
     5.450,   19.9942,   11.9103,
     5.500,   19.9936,   11.9099,
     5.550,   19.9931,   11.9096,
     5.600,   19.9928,   11.9095,
     5.650,   19.9924,   11.9096,
     5.700,   19.9921,   11.9096,
     5.750,   19.9919,   11.9096,
     5.800,   19.9917,   11.9096,
     5.850,   19.9916,   11.9096,
     5.900,   19.9914,   11.9097,
     5.950,   19.9913,   11.9098,
     6.000,   19.9912,   11.9099,
     6.050,   19.9911,   11.9099,
     6.100,   19.9911,   11.9100,
     6.150,   19.9910,   11.9101,
     6.200,   19.9909,   11.9102,
     6.250,   19.9908,   11.9103,
     6.300,   19.9907,   11.9104,
     6.350,   19.9906,   11.9105,
     6.400,   19.9905,   11.9106,
     6.450,   19.9904,   11.9108,
     6.500,   19.9903,   11.9109,
     6.550,   19.9902,   11.9110,
     6.600,   19.9901,   11.9111,
     6.650,   19.9901,   11.9112,
     6.700,   19.9900,   11.9113,
     6.750,   19.9899,   11.9114,
     6.800,   19.9899,   11.9115,
     6.850,   19.9898,   11.9116,
     6.900,   19.9898,   11.9117,
     6.950,   19.9897,   11.9118,
     7.000,   19.9896,   11.9119,
     7.050,   19.9896,   11.9120,
     7.100,   19.9895,   11.9121,
     7.150,   19.9895,   11.9122,
     7.200,   19.9894,   11.9123,
     7.250,   19.9894,   11.9125,
     7.300,   19.9893,   11.9126,
     7.350,   19.9891,   11.9129,
     7.400,   19.9890,   11.9132,
     7.450,   19.9889,   11.9133,
     7.500,   19.9889,   11.9134,
     7.550,   19.9888,   11.9134,
     7.600,   19.9886,   11.9138,
     7.650,   19.9884,   11.9142,
     7.700,   19.9883,   11.9144,
     7.750,   19.9882,   11.9146,
     7.800,   19.9881,   11.9148,
     7.850,   19.9880,   11.9148,
     7.900,   19.9880,   11.9149,
     7.950,   19.9879,   11.9151,
     8.000,   19.9878,   11.9153,
     8.050,   19.9877,   11.9155,
     8.100,   19.9877,   11.9157,
     8.150,   19.9876,   11.9158,
     8.200,   19.9876,   11.9159,
     8.250,   19.9876,   11.9160,
     8.300,   19.9875,   11.9162,
     8.350,   19.9874,   11.9163,
     8.400,   19.9874,   11.9164,
     8.450,   19.9874,   11.9165,
     8.500,   19.9873,   11.9167,
     8.550,   19.9873,   11.9168,
     8.600,   19.9872,   11.9169,
     8.650,   19.9872,   11.9170,
     8.700,   19.9871,   11.9171,
     8.750,   19.9870,   11.9172,
     8.800,   19.9870,   11.9174,
     8.850,   19.9869,   11.9175,
     8.900,   19.9869,   11.9176,
     8.950,   19.9868,   11.9177,
     9.000,   19.9868,   11.9179,
     9.050,   19.9867,   11.9180,
     9.100,   19.9867,   11.9181,
     9.150,   19.9866,   11.9183,
     9.200,   19.9866,   11.9184,
     9.250,   19.9865,   11.9185,
     9.300,   19.9865,   11.9187,
     9.350,   19.9864,   11.9189,
     9.400,   19.9864,   11.9190,
     9.450,   19.9863,   11.9192,
     9.500,   19.9863,   11.9193,
     9.550,   19.9863,   11.9194,
     9.600,   19.9862,   11.9194,
     9.650,   19.9862,   11.9195,
     9.700,   19.9862,   11.9196,
     9.750,   19.9861,   11.9196,
     9.800,   19.9861,   11.9197,
     9.850,   19.9861,   11.9199,
     9.900,   19.9860,   11.9202,
     9.950,   19.9860,   11.9203,
    10.000,   19.9859,   11.9205,
    10.050,   19.9859,   11.9207,
    10.100,   19.9859,   11.9209,
    10.150,   19.9858,   11.9210,
    10.200,   19.9858,   11.9211,
    10.250,   19.9858,   11.9213,
    10.300,   19.9857,   11.9214,
    10.350,   19.9857,   11.9216,
    10.400,   19.9856,   11.9218,
    10.450,   19.9856,   11.9219,
    10.500,   19.9856,   11.9221,
    10.550,   19.9855,   11.9222,
    10.600,   19.9855,   11.9222,
    10.650,   19.9855,   11.9224,
    10.700,   19.9855,   11.9225,
    10.750,   19.9854,   11.9226,
    10.800,   19.9854,   11.9227,
    10.850,   19.9854,   11.9228,
    10.900,   19.9854,   11.9229,
    10.950,   19.9853,   11.9230,
    11.000,   19.9853,   11.9231,
    11.050,   19.9853,   11.9232,
    11.100,   19.9853,   11.9233,
    11.150,   19.9853,   11.9234,
    11.200,   19.9853,   11.9235,
    11.250,   19.9853,   11.9236,
    11.300,   19.9853,   11.9237,
    11.350,   19.9875,   11.9263,
    11.400,   19.9925,   11.9320,
    11.450,   19.9915,   11.9310,
    11.500,   19.9903,   11.9298,
    11.550,   19.9894,   11.9290,
    11.600,   19.9887,   11.9283,
    11.650,   19.9881,   11.9278,
    11.700,   19.9876,   11.9273,
    11.750,   19.9870,   11.9268,
    11.800,   19.9865,   11.9264,
    11.850,   19.9861,   11.9262,
    11.900,   19.9859,   11.9261,
    11.950,   19.9856,   11.9261,
    12.000,   19.9855,   11.9261,
    12.050,   19.9853,   11.9261,
    12.100,   19.9852,   11.9262,
    12.150,   19.9851,   11.9264,
    12.200,   19.9850,   11.9268,
    12.250,   19.9857,   11.9283,
    12.300,   19.9906,   11.9346,
    12.350,   19.9989,   11.9444,
    12.400,   20.0166,   11.9649,
    12.450,   20.0280,   11.9778,
    12.500,   20.0270,   11.9770,
    12.550,   20.0222,   11.9718,
    12.600,   20.0166,   11.9657,
    12.650,   20.0123,   11.9610,
    12.700,   20.0085,   11.9571,
    12.750,   20.0042,   11.9524,
    12.800,   20.0004,   11.9484,
    12.850,   19.9975,   11.9454,
    12.900,   19.9952,   11.9430,
    12.950,   19.9935,   11.9413,
    13.000,   19.9923,   11.9401,
    13.050,   19.9914,   11.9393,
    13.100,   19.9908,   11.9387,
    13.150,   19.9902,   11.9382,
    13.200,   19.9896,   11.9377,
    13.250,   19.9890,   11.9372,
    13.300,   19.9883,   11.9365,
    13.350,   19.9874,   11.9357,
    13.400,   19.9868,   11.9351,
    13.450,   19.9862,   11.9346,
    13.500,   19.9858,   11.9344,
    13.550,   19.9856,   11.9342,
    13.600,   19.9853,   11.9341,
    13.650,   19.9852,   11.9340,
    13.700,   19.9850,   11.9340,
    13.750,   19.9849,   11.9339,
    13.800,   19.9848,   11.9340,
    13.850,   19.9848,   11.9340,
    13.900,   19.9848,   11.9341,
    13.950,   19.9848,   11.9342,
    14.000,   19.9848,   11.9344,
    14.050,   19.9849,   11.9346,
    14.100,   19.9849,   11.9347,
    14.150,   19.9849,   11.9348,
    14.200,   19.9850,   11.9350,
    14.250,   19.9850,   11.9351,
    14.300,   19.9851,   11.9352,
    14.350,   19.9851,   11.9352,
    14.400,   19.9851,   11.9353,
    14.450,   19.9852,   11.9354,
    14.500,   19.9852,   11.9354,
    14.550,   19.9853,   11.9355,
    14.600,   19.9853,   11.9356,
    14.650,   19.9853,   11.9357,
    14.700,   19.9853,   11.9357,
    14.750,   19.9853,   11.9358,
    14.800,   19.9853,   11.9359,
    14.850,   19.9854,   11.9359,
    14.900,   19.9854,   11.9361,
    14.950,   19.9854,   11.9362,
    15.000,   19.9854,   11.9362,
    15.050,   19.9855,   11.9362,
    15.100,   19.9856,   11.9364,
    15.150,   19.9856,   11.9366,
    15.200,   19.9857,   11.9367,
    15.250,   19.9858,   11.9369,
    15.300,   19.9858,   11.9372,
    15.350,   19.9859,   11.9375,
    15.400,   19.9860,   11.9377,
    15.450,   19.9861,   11.9380,
    15.500,   19.9861,   11.9383,
    15.550,   19.9861,   11.9386,
    15.600,   19.9862,   11.9389,
    15.650,   19.9862,   11.9392,
    15.700,   19.9862,   11.9395,
    15.750,   19.9863,   11.9398,
    15.800,   19.9863,   11.9402,
    15.850,   19.9864,   11.9406,
    15.900,   19.9864,   11.9410,
    15.950,   19.9865,   11.9415,
    16.000,   19.9865,   11.9420,
    16.050,   19.9866,   11.9426,
    16.100,   19.9866,   11.9431,
    16.150,   19.9866,   11.9433,
    16.200,   19.9867,   11.9434,
    16.250,   19.9867,   11.9435,
    16.300,   19.9867,   11.9436,
    16.350,   19.9868,   11.9438,
    16.400,   19.9868,   11.9439,
    16.450,   19.9869,   11.9440,
    16.500,   19.9869,   11.9441,
    16.550,   19.9869,   11.9442,
    16.600,   19.9869,   11.9442,
    16.650,   19.9869,   11.9442,
    16.700,   19.9869,   11.9442,
    16.750,   19.9870,   11.9444,
    16.800,   19.9870,   11.9444,
    16.850,   19.9870,   11.9445,
    16.900,   19.9871,   11.9446,
    16.950,   19.9871,   11.9446,
    17.000,   19.9871,   11.9446,
    17.050,   19.9872,   11.9450,
    17.100,   19.9872,   11.9452,
    17.150,   19.9872,   11.9453,
    17.200,   19.9873,   11.9455,
    17.250,   19.9873,   11.9456,
    17.300,   19.9873,   11.9458,
    17.350,   19.9873,   11.9459,
    17.400,   19.9873,   11.9461,
    17.450,   19.9873,   11.9462,
    17.500,   19.9873,   11.9463,
    17.550,   19.9873,   11.9467,
    17.600,   19.9872,   11.9470,
    17.650,   19.9871,   11.9472,
    17.700,   19.9871,   11.9472,
    17.750,   19.9871,   11.9473,
    17.800,   19.9871,   11.9473,
    17.850,   19.9871,   11.9473,
    17.900,   19.9871,   11.9474,
    17.950,   19.9871,   11.9475,
    18.000,   19.9871,   11.9476,
    18.050,   19.9871,   11.9477,
    18.100,   19.9871,   11.9479,
    18.150,   19.9871,   11.9481,
    18.200,   19.9871,   11.9482,
    18.250,   19.9871,   11.9483,
    18.300,   19.9870,   11.9485,
    18.350,   19.9870,   11.9488,
    18.400,   19.9869,   11.9490,
    18.450,   19.9869,   11.9494,
    18.500,   19.9887,   11.9518,
    18.550,   19.9929,   11.9570,
    18.600,   19.9980,   11.9634,
    18.650,   20.0014,   11.9678,
    18.700,   20.0032,   11.9703,
    18.750,   20.0047,   11.9723,
    18.800,   20.0060,   11.9741,
    18.850,   20.0069,   11.9752,
    18.900,   20.0063,   11.9747,
    18.950,   20.0036,   11.9717,
    19.000,   20.0015,   11.9694,
    19.050,   20.0004,   11.9682,
    19.100,   19.9996,   11.9676,
    19.150,   19.9993,   11.9674,
    19.200,   19.9989,   11.9671,
    19.250,   19.9982,   11.9664,
    19.300,   19.9965,   11.9646,
    19.350,   19.9956,   11.9637,
    19.400,   20.0059,   11.9759,
    19.450,   20.0172,   11.9892,
    19.500,   20.0202,   11.9929,
    19.550,   20.0145,   11.9863,
    19.600,   20.0104,   11.9814,
    19.650,   20.0069,   11.9773,
    19.700,   20.0037,   11.9735,
    19.750,   20.0007,   11.9699,
    19.800,   19.9981,   11.9669,
    19.850,   19.9960,   11.9644,
    19.900,   19.9944,   11.9626,
    19.950,   19.9932,   11.9613,
    20.000,   19.9924,   11.9604,
    20.050,   19.9918,   11.9597,
    20.100,   19.9912,   11.9592,
    20.150,   19.9908,   11.9588,
    20.200,   19.9904,   11.9587,
    20.250,   19.9900,   11.9585,
    20.300,   19.9896,   11.9583,
    20.350,   19.9893,   11.9581,
    20.400,   19.9890,   11.9580,
    20.450,   19.9888,   11.9579,
    20.500,   19.9886,   11.9579,
    20.550,   19.9884,   11.9580,
    20.600,   19.9883,   11.9582,
    20.650,   19.9889,   11.9591,
    20.700,   19.9949,   11.9664,
    20.750,   20.0062,   11.9800,
    20.800,   20.0154,   11.9912,
    20.850,   20.0231,   12.0005,
    20.900,   20.0290,   12.0077,
    20.950,   20.0300,   12.0089,
    21.000,   20.0254,   12.0035,
    21.050,   20.0212,   11.9986,
    21.100,   20.0177,   11.9946,
    21.150,   20.0149,   11.9914,
    21.200,   20.0124,   11.9886,
    21.250,   20.0108,   11.9870,
    21.300,   20.0165,   11.9940,
    21.350,   20.0242,   12.0036,
    21.400,   20.0305,   12.0115,
    21.450,   20.0358,   12.0182,
    21.500,   20.0403,   12.0240,
    21.550,   20.0441,   12.0291,
    21.600,   20.0475,   12.0334,
    21.650,   20.0508,   12.0376,
    21.700,   20.0532,   12.0407,
    21.750,   20.0526,   12.0404,
    21.800,   20.0513,   12.0392,
    21.850,   20.0513,   12.0394,
    21.900,   20.0528,   12.0415,
    21.950,   20.0567,   12.0464,
    22.000,   20.0628,   12.0540,
    22.050,   20.0692,   12.0618,
    22.100,   20.0659,   12.0581,
    22.150,   20.0591,   12.0501,
    22.200,   20.0528,   12.0427,
    22.250,   20.0473,   12.0362,
    22.300,   20.0399,   12.0275,
    22.350,   20.0318,   12.0181,
    22.400,   20.0331,   12.0199,
    22.450,   20.0276,   12.0136,
    22.500,   20.0220,   12.0070,
    22.550,   20.0178,   12.0021,
    22.600,   20.0146,   11.9984,
    22.650,   20.0123,   11.9959,
    22.700,   20.0109,   11.9943,
    22.750,   20.0098,   11.9931,
    22.800,   20.0086,   11.9918,
    22.850,   20.0074,   11.9905,
    22.900,   20.0062,   11.9892,
    22.950,   20.0043,   11.9869,
    23.000,   20.0025,   11.9851,
    23.050,   20.0013,   11.9836,
    23.100,   20.0003,   11.9825,
    23.150,   19.9996,   11.9818,
    23.200,   19.9990,   11.9812,
    23.250,   19.9983,   11.9805,
    23.300,   19.9975,   11.9796,
    23.350,   19.9965,   11.9785,
    23.400,   19.9955,   11.9775,
    23.450,   19.9948,   11.9768,
    23.500,   19.9942,   11.9762,
    23.550,   19.9937,   11.9757,
    23.600,   19.9934,   11.9754,
    23.650,   19.9931,   11.9752,
    23.700,   19.9929,   11.9751,
    23.750,   19.9928,   11.9750,
    23.800,   19.9926,   11.9749,
    23.850,   19.9925,   11.9749,
    23.900,   19.9925,   11.9750,
    23.950,   19.9925,   11.9751,
    24.000,   19.9925,   11.9754,
    24.050,   19.9925,   11.9755,
    24.100,   19.9926,   11.9758,
    24.150,   19.9926,   11.9761,
    24.200,   19.9927,   11.9766,
    24.250,   19.9928,   11.9769,
    24.300,   19.9928,   11.9774,
    24.350,   19.9939,   11.9793,
    24.400,   19.9959,   11.9822,
    24.450,   19.9976,   11.9846,
    24.500,   19.9989,   11.9866,
    24.550,   20.0001,   11.9885,
    24.600,   20.0012,   11.9903,
    24.650,   20.0021,   11.9916,
    24.700,   20.0030,   11.9934,
    24.750,   20.0090,   12.0010,
    24.800,   20.0221,   12.0173,
    24.850,   20.0225,   12.0179,
    24.900,   20.0187,   12.0134,
    24.950,   20.0145,   12.0084,
    25.000,   20.0112,   12.0046,
    25.050,   20.0090,   12.0021,
    25.100,   20.0074,   12.0003,
    25.150,   20.0060,   11.9988,
    25.200,   20.0046,   11.9972,
    25.250,   20.0029,   11.9954,
    25.300,   20.0014,   11.9937,
    25.350,   20.0012,   11.9936,
    25.400,   20.0019,   11.9948,
    25.450,   20.0031,   11.9965,
    25.500,   20.0086,   12.0034,
    25.550,   20.0178,   12.0149,
    25.600,   20.0252,   12.0243,
    25.650,   20.0312,   12.0318,
    25.700,   20.0355,   12.0374,
    25.750,   20.0378,   12.0402,
    25.800,   20.0386,   12.0414,
    25.850,   20.0317,   12.0329,
    25.900,   20.0241,   12.0237,
    25.950,   20.0187,   12.0172,
    26.000,   20.0150,   12.0127,
    26.050,   20.0117,   12.0088,
    26.100,   20.0089,   12.0055,
    26.150,   20.0068,   12.0030,
    26.200,   20.0049,   12.0007,
    26.250,   20.0048,   12.0006,
    26.300,   20.0102,   12.0075,
    26.350,   20.0181,   12.0175,
    26.400,   20.0247,   12.0259,
    26.450,   20.0291,   12.0315,
    26.500,   20.0317,   12.0348,
    26.550,   20.0331,   12.0368,
    26.600,   20.0341,   12.0382,
    26.650,   20.0350,   12.0397,
    26.700,   20.0359,   12.0409,
    26.750,   20.0364,   12.0415,
    26.800,   20.0363,   12.0413,
    26.850,   20.0360,   12.0410,
    26.900,   20.0360,   12.0411,
    26.950,   20.0368,   12.0424,
    27.000,   20.0368,   12.0425,
    27.050,   20.0317,   12.0364,
    27.100,   20.0249,   12.0280,
    27.150,   20.0193,   12.0211,
    27.200,   20.0152,   12.0162,
    27.250,   20.0160,   12.0173,
    27.300,   20.0214,   12.0242,
    27.350,   20.0249,   12.0288,
    27.400,   20.0247,   12.0287,
    27.450,   20.0204,   12.0234,
    27.500,   20.0180,   12.0207,
    27.550,   20.0177,   12.0203,
    27.600,   20.0181,   12.0208,
    27.650,   20.0194,   12.0225,
    27.700,   20.0225,   12.0264,
    27.750,   20.0276,   12.0324,
    27.800,   20.0345,   12.0403,
    27.850,   20.0411,   12.0478,
    27.900,   20.0470,   12.0542,
    27.950,   20.0522,   12.0599,
    28.000,   20.0568,   12.0649,
    28.050,   20.0589,   12.0668,
    28.100,   20.0621,   12.0703,
    28.150,   20.0651,   12.0734,
    28.200,   20.0683,   12.0769,
    28.250,   20.0700,   12.0784,
    28.300,   20.0783,   12.0884,
    28.350,   20.0876,   12.0998,
    28.400,   20.0950,   12.1088,
    28.450,   20.1000,   12.1144,
    28.500,   20.0994,   12.1127,
    28.550,   20.0989,   12.1114,
    28.600,   20.0998,   12.1118,
    28.650,   20.1020,   12.1138,
    28.700,   20.1051,   12.1168,
    28.750,   20.1085,   12.1204,
    28.800,   20.1115,   12.1236,
    28.850,   20.1135,   12.1256,
    28.900,   20.1168,   12.1291,
    28.950,   20.1207,   12.1333,
    29.000,   20.1220,   12.1344,
    29.050,   20.1216,   12.1337,
    29.100,   20.1291,   12.1421,
    29.150,   20.1270,   12.1394,
    29.201,   20.1298,   12.1422,
    29.250,   20.1369,   12.1500,
    29.300,   20.1344,   12.1467,
    29.350,   20.1373,   12.1496,
    29.400,   20.1383,   12.1500,
    29.450,   20.1421,   12.1538,
    29.500,   20.1409,   12.1518,
    29.550,   20.1388,   12.1488,
    29.600,   20.1457,   12.1559,
    29.650,   20.1484,   12.1584,
    29.700,   20.1462,   12.1555,
    29.750,   20.1536,   12.1631,
    29.800,   20.1494,   12.1579,
    29.850,   20.1462,   12.1539,
    29.900,   20.1490,   12.1565,
    29.950,   20.1522,   12.1595,
    30.000,   20.1530,   12.1601,
    30.050,   20.1497,   12.1562,
    30.100,   20.1583,   12.1652,
    30.150,   20.1759,   12.1846,
    30.200,   20.1557,   12.1618,
    30.250,   20.1365,   12.1408,
    30.300,   20.1452,   12.1498,
    30.350,   20.1409,   12.1447,
    30.400,   20.1367,   12.1397,
    30.450,   20.1308,   12.1331,
    30.500,   20.1293,   12.1313,
    30.550,   20.1250,   12.1266,
    30.600,   20.1207,   12.1216,
    30.650,   20.1132,   12.1131,
    30.700,   20.1206,   12.1207,
    30.750,   20.1258,   12.1263,
    30.800,   20.1261,   12.1266,
    30.850,   20.1278,   12.1279,
    30.900,   20.1304,   12.1303,
    30.950,   20.1325,   12.1322,
    31.000,   20.1348,   12.1344,
    31.050,   20.1379,   12.1375,
    31.100,   20.1420,   12.1417,
    31.150,   20.1464,   12.1462,
    31.200,   20.1502,   12.1501,
    31.250,   20.1540,   12.1539,
    31.300,   20.1572,   12.1569,
    31.350,   20.1610,   12.1605,
    31.400,   20.1661,   12.1655,
    31.450,   20.1701,   12.1694,
    31.500,   20.1635,   12.1621,
    31.550,   20.1671,   12.1656,
    31.600,   20.1683,   12.1664,
    31.650,   20.1537,   12.1505,
    31.700,   20.1686,   12.1659,
    31.750,   20.1680,   12.1653,
    31.800,   20.1675,   12.1651,
    31.850,   20.1851,   12.1837,
    31.900,   20.1848,   12.1828,
    31.950,   20.1869,   12.1845,
    32.000,   20.1673,   12.1634,
    32.050,   20.1690,   12.1649,
    32.100,   20.1692,   12.1647,
    32.150,   20.1674,   12.1623,
    32.200,   20.1623,   12.1566,
    32.250,   20.1767,   12.1715,
    32.300,   20.1708,   12.1659,
    32.350,   20.1680,   12.1637,
    32.400,   20.1507,   12.1470,
    32.450,   20.1708,   12.1694,
    32.500,   20.1596,   12.1588,
    32.550,   20.1739,   12.1746,
    32.600,   20.1729,   12.1745,
    32.650,   20.1800,   12.1828,
    32.700,   20.1855,   12.1892,
    32.750,   20.1857,   12.1890,
    32.800,   20.1796,   12.1800,
    32.850,   20.1749,   12.1720,
    32.900,   20.1753,   12.1704,
    32.950,   20.1802,   12.1742,
    33.000,   20.1882,   12.1817,
    33.050,   20.1971,   12.1905,
    33.100,   20.1834,   12.1757,
    33.150,   20.1918,   12.1842,
    33.200,   20.1988,   12.1912,
    33.250,   20.2025,   12.1949,
    33.300,   20.2238,   12.2169,
    33.350,   20.2248,   12.2181,
    33.400,   20.2096,   12.2041,
    33.450,   20.2172,   12.2131,
    33.500,   20.2229,   12.2181,
    33.550,   20.2284,   12.2231,
    33.600,   20.2329,   12.2273,
    33.650,   20.2364,   12.2307,
    33.700,   20.2377,   12.2331,
    33.750,   20.2388,   12.2376,
    33.800,   20.2346,   12.2355,
    33.850,   20.2295,   12.2316,
    33.900,   20.2658,   12.2705,
    33.950,   20.2498,   12.2549,
    34.000,   20.2754,   12.2809,
    34.050,   20.2601,   12.2630,
    34.100,   20.2371,   12.2371,
    34.150,   20.2387,   12.2374,
    34.200,   20.2392,   12.2367,
    34.250,   20.2363,   12.2327,
    34.300,   20.2343,   12.2305,
    34.350,   20.2372,   12.2356,
    34.400,   20.2432,   12.2440,
    34.450,   20.2515,   12.2529,
    34.500,   20.2382,   12.2371,
    34.550,   20.2506,   12.2490,
    34.600,   20.2726,   12.2711,
    34.650,   20.2735,   12.2709,
    34.700,   20.2620,   12.2579,
    34.750,   20.2761,   12.2716,
    34.800,   20.2766,   12.2712,
    34.850,   20.2787,   12.2729,
    34.900,   20.2950,   12.2894,
    34.950,   20.2945,   12.2887,
    35.000,   20.2626,   12.2553,
    35.050,   20.2621,   12.2546,
    35.100,   20.2756,   12.2685,
    35.150,   20.2581,   12.2502,
    35.200,   20.2412,   12.2325,
    35.250,   20.2405,   12.2316,
    35.300,   20.2665,   12.2583,
    35.350,   20.2495,   12.2401,
    35.400,   20.2589,   12.2494,
    35.450,   20.2619,   12.2521,
    35.500,   20.2550,   12.2446,
    35.550,   20.2483,   12.2374,
    35.600,   20.2381,   12.2266,
    35.650,   20.2278,   12.2156,
    35.700,   20.2195,   12.2068,
    35.750,   20.2132,   12.2000,
    35.800,   20.2304,   12.2174,
    35.850,   20.2199,   12.2065,
    35.900,   20.2261,   12.2127,
    35.950,   20.2172,   12.2038,
    36.000,   20.2169,   12.2038,
    36.050,   20.2318,   12.2192,
    36.100,   20.2339,   12.2217,
    36.150,   20.2435,   12.2317,
    36.200,   20.2496,   12.2381,
    36.250,   20.2487,   12.2373,
    36.300,   20.2519,   12.2404,
    36.350,   20.2547,   12.2430,
    36.400,   20.2513,   12.2392,
    36.450,   20.2571,   12.2449,
    36.500,   20.2698,   12.2578,
    36.550,   20.2753,   12.2636,
    36.600,   20.2847,   12.2733,
    36.650,   20.2936,   12.2827,
    36.700,   20.2988,   12.2880,
    36.750,   20.3106,   12.2995,
    36.800,   20.3110,   12.2991,
    36.850,   20.3141,   12.3017,
    36.900,   20.3196,   12.3070,
    36.950,   20.3280,   12.3153,
    37.000,   20.3106,   12.2971,
    37.050,   20.3164,   12.3027,
    37.100,   20.3198,   12.3060,
    37.150,   20.3233,   12.3094,
    37.200,   20.3243,   12.3104,
    37.250,   20.3233,   12.3091,
    37.300,   20.3211,   12.3064,
    37.350,   20.3154,   12.2999,
    37.400,   20.3073,   12.2905,
    37.450,   20.3029,   12.2849,
    37.500,   20.3152,   12.2966,
    37.550,   20.3139,   12.2947,
    37.600,   20.3204,   12.3007,
    37.650,   20.3087,   12.2884,
    37.700,   20.2910,   12.2703,
    37.750,   20.3152,   12.2934,
    37.800,   20.3012,   12.2784,
    37.850,   20.2996,   12.2759,
    37.900,   20.3019,   12.2777,
    37.950,   20.2970,   12.2725,
    38.000,   20.3165,   12.2917,
    38.050,   20.3172,   12.2925,
    38.100,   20.3167,   12.2921,
    38.150,   20.3002,   12.2758,
    38.200,   20.2873,   12.2627,
    38.250,   20.2870,   12.2617,
    38.300,   20.2815,   12.2549,
    38.350,   20.2741,   12.2462,
    38.400,   20.2781,   12.2489,
    38.450,   20.2788,   12.2487,
    38.500,   20.2824,   12.2516,
    38.550,   20.2865,   12.2552,
    38.600,   20.2860,   12.2545,
    38.650,   20.2911,   12.2592,
    38.700,   20.2515,   12.2208,
    38.750,   20.2782,   12.2458,
    38.800,   20.2775,   12.2441,
    38.850,   20.2752,   12.2410,
    38.900,   20.2834,   12.2483,
    38.950,   20.2843,   12.2486,
    39.000,   20.2884,   12.2521,
    39.050,   20.2518,   12.2178,
    39.100,   20.2765,   12.2406,
    39.150,   20.2737,   12.2378,
    39.200,   20.2671,   12.2314,
    39.250,   20.2800,   12.2426,
    39.300,   20.2692,   12.2318,
    39.350,   20.2617,   12.2239,
    39.400,   20.2572,   12.2187,
    39.450,   20.2763,   12.2352,
