JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,     0.000,     0.077,     0.000,     0.250,    30.550,   995.640,     0.000,     5.000,  -251.921,     0.000,   192.181,   329.813,    43.379,    70.911,    20.000,    11.900,     0.000,    97.644,   100.419, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.533,     4.843,     0.214,  2688.224,   151.532,     0.250,    30.533,   995.640,     1.000,     4.843,   -68.057,   142.955,   215.100,   329.067,    41.279,    55.765,    19.997,    11.903,     0.000,    97.276,   100.088, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.587,     4.727,     0.173,  2188.088,     0.000,     0.250,    30.587,   995.640,     0.000,     4.727,  -228.155,     0.000,   196.987,   328.521,    38.589,    58.032,    19.995,    11.907,     0.000,    97.014,    99.832, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.537,     4.600,     0.207,  2581.093,   300.231,     0.250,    30.537,   995.640,     1.000,     4.598,    93.158,   283.237,   210.181,   327.918,    35.865,    36.476,    19.994,    11.911,     0.000,    96.732,    99.591, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.411,     3.392,     0.174,  2138.456,     0.000,     0.250,    30.411,   995.640,     0.000,     3.589,  -180.573,     0.000,   206.783,   322.256,    28.764,    36.336,    20.207,    12.290,     0.000,    96.681,    98.379, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.273,     2.963,     0.195,  2381.363,    78.852,     0.250,    30.273,   995.640,     1.000,     3.069,   -53.868,    74.389,   246.396,   320.256,    26.414,    27.983,    20.283,    12.333,     0.000,    95.917,    97.783, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.099,     3.318,     0.202,  2484.442,     0.000,     0.250,    30.099,   995.640,     0.000,     3.440,  -170.283,     0.000,   209.856,   321.905,    26.791,    31.443,    20.294,    12.323,     0.000,    96.754,    98.619, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   390.986,     2.644,     0.214,  2513.313,    80.869,     0.250,    29.986,   941.180,     1.000,     2.819,   -36.643,    76.291,   250.159,   318.782,    22.914,    21.397,    20.275,    12.345,     0.000,    95.183,    97.106, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.826,     3.229,     0.186,  2209.716,     0.000,     0.250,    29.826,   941.180,     0.000,     3.362,  -153.756,     0.000,   214.480,   321.492,    22.396,    24.349,    20.216,    12.326,     0.000,    96.545,    98.183, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.742,     2.570,     0.205,  2409.896,    26.290,     0.250,    29.742,   941.180,     1.000,     2.698,   -88.221,    24.802,   248.975,   318.440,    19.144,    24.414,    20.240,    12.344,     0.000,    94.990,    96.851, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
