JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,     0.000,     0.112,     0.000,     0.250,    72.550,  1111.900,     0.000,     5.000,  -237.608,     0.000,   195.155,   329.813,    40.156,    62.793,    20.000,    11.900,     0.000,    97.644,   100.447, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.576,     4.953,     0.079,  3049.638,   327.389,     0.250,    72.576,  1111.900,     1.000,     4.948,   103.298,   308.857,   205.508,   329.589,    37.481,    43.998,    19.998,    11.902,     0.000,    97.543,   100.370, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.579,     4.911,     0.044,  1476.701,     0.000,     0.250,    72.579,  1111.900,     0.000,     4.911,  -218.228,     0.000,   200.736,   329.391,    37.567,    52.006,    19.997,    11.902,     0.000,    97.442,   100.274, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.546,     4.869,     0.080,  3154.039,   346.039,     0.250,    72.546,  1111.900,     1.000,     4.864,   138.706,   326.452,   211.805,   329.193,    35.110,    35.248,    19.996,    11.905,     0.000,    97.356,   100.219, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.407,     4.836,     0.050,  1612.455,     0.000,     0.250,    72.407,  1111.900,     0.000,     4.836,  -212.409,     0.000,   201.721,   329.035,    35.182,    49.913,    19.995,    11.905,     0.000,    97.273,   100.125, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.300,     4.789,     0.069,  2757.291,   122.314,     0.250,    72.300,  1111.900,     1.000,     4.789,   -45.669,   115.390,   233.420,   328.812,    31.926,    33.741,    19.994,    11.906,     0.000,    97.165,   100.062, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.118,     4.757,     0.073,  2742.169,     0.000,     0.250,    72.118,  1111.900,     0.000,     4.757,  -161.147,     0.000,   237.130,   328.665,    34.004,    35.608,    19.993,    11.908,     0.000,    97.100,   100.001, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   390.995,     4.718,     0.081,  3305.146,   134.423,     0.250,    71.995,  1102.770,     1.000,     4.718,   -16.416,   126.814,   238.533,   328.479,    29.437,    23.848,    19.992,    11.910,     0.000,    97.015,    99.927, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.828,     4.688,     0.047,  1713.557,     0.000,     0.250,    71.828,  1102.770,     0.000,     4.688,  -181.178,     0.000,   211.213,   328.335,    29.647,    34.409,    19.992,    11.911,     0.000,    96.952,    99.858, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.747,     4.647,     0.083,  3000.946,    64.296,     0.250,    71.747,  1102.770,     1.000,     4.647,   -70.494,    60.656,   252.588,   328.141,    26.656,    28.942,    19.991,    11.913,     0.000,    96.861,    99.817, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
