JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,    -0.000,    -0.282,     0.000,     0.250,   108.550,  1731.050,     0.000,     5.000,  -222.317,     0.000,   201.218,   329.813,    39.201,    54.521,    20.000,    11.900,     0.000,    97.644,   100.490, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.621,     4.962,     0.012,  3145.082,   137.848,     0.250,   108.621,  1731.050,     1.000,     4.962,   -90.014,   130.045,   217.207,   329.635,    43.617,    64.013,    19.999,    11.901,     0.000,    97.557,   100.395, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.576,     4.937,    -0.008,  1333.290,     0.000,     0.250,   108.576,  1731.050,     0.000,     4.937,  -203.584,     0.000,   219.419,   329.512,    39.588,    53.903,    19.998,    11.901,     0.000,    97.497,   100.346, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.561,     4.906,     0.005,  3449.030,   292.942,     0.250,   108.561,  1731.050,     1.000,     4.905,    33.680,   276.361,   204.024,   329.365,    52.072,    65.267,    19.997,    11.903,     0.000,    97.431,   100.266, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.400,     4.881,     0.002,  2468.129,     0.000,     0.250,   108.400,  1731.050,     0.000,     4.881,  -201.323,     0.000,   233.013,   329.248,    42.192,    62.896,    19.996,    11.903,     0.000,    97.372,   100.210, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.314,     4.837,     0.010,  3713.446,   140.217,     0.250,   108.314,  1731.050,     1.000,     4.837,   -63.829,   132.281,   224.580,   329.042,    40.654,    50.993,    19.995,    11.905,     0.000,    97.274,   100.139, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.139,     4.812,     0.008,  2802.461,     0.000,     0.250,   108.139,  1731.050,     0.000,     4.812,  -149.550,     0.000,   247.775,   328.922,    32.466,    35.936,    19.994,    11.906,     0.000,    97.218,   100.126, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   391.002,     4.791,     0.022,  4134.797,   146.565,     0.250,   108.002,  1731.050,     1.000,     4.791,   -11.507,   138.269,   235.855,   328.822,    30.260,    26.548,    19.993,    11.906,     0.000,    97.171,   100.092, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.836,     4.776,    -0.002,  1662.626,     0.000,     0.250,   107.836,  1714.710,     0.000,     4.776,  -150.431,     0.000,   247.803,   328.750,    33.240,    36.244,    19.993,    11.907,     0.000,    97.140,   100.036, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.748,     4.752,     0.030,  4392.906,    53.149,     0.250,   107.748,  1714.710,     1.000,     4.752,   -84.715,    50.140,   251.202,   328.637,    27.173,    30.247,    19.992,    11.908,     0.000,    97.087,   100.040, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
