$GATE WITHDRAWAL AT SEG317                                   ELEV OF WITHDRAWAL CENTERLINE:347.     

JDAY,      N2,      DO,
     4.750,   20.0081,   11.9231,
     4.800,   20.0050,   11.9200,
     4.850,   20.0027,   11.9177,
     4.900,   20.0012,   11.9162,
     4.950,   20.0009,   11.9159,
     5.000,   20.0004,   11.9154,
     5.050,  -99.0000,  -99.0000,
     5.100,  -99.0000,  -99.0000,
     5.150,   19.9993,   11.9145,
     5.200,   19.9986,   11.9140,
     5.250,   19.9978,   11.9132,
     5.300,   19.9967,   11.9123,
     5.350,   19.9956,   11.9114,
     5.400,   19.9948,   11.9107,
     5.450,   19.9941,   11.9102,
     5.500,   19.9935,   11.9098,
     5.550,   19.9931,   11.9096,
     5.600,   19.9927,   11.9095,
     5.650,   19.9924,   11.9095,
     5.700,   19.9921,   11.9095,
     5.750,   19.9919,   11.9095,
     5.800,   19.9917,   11.9095,
     5.850,   19.9915,   11.9096,
     5.900,   19.9914,   11.9096,
     5.950,   19.9913,   11.9098,
     6.000,   19.9912,   11.9099,
     6.050,  -99.0000,  -99.0000,
     6.100,  -99.0000,  -99.0000,
     6.150,   19.9910,   11.9101,
     6.200,   19.9909,   11.9102,
     6.250,   19.9908,   11.9103,
     6.300,   19.9907,   11.9104,
     6.350,   19.9906,   11.9105,
     6.400,   19.9905,   11.9106,
     6.450,   19.9904,   11.9108,
     6.500,   19.9903,   11.9109,
     6.550,   19.9902,   11.9110,
     6.600,   19.9901,   11.9111,
     6.650,   19.9901,   11.9112,
     6.700,   19.9900,   11.9113,
     6.750,   19.9899,   11.9114,
     6.800,   19.9899,   11.9115,
     6.850,   19.9898,   11.9116,
     6.900,   19.9898,   11.9117,
     6.950,   19.9897,   11.9118,
     7.000,   19.9896,   11.9119,
     7.050,   19.9896,   11.9120,
     7.100,   19.9895,   11.9121,
     7.150,   19.9895,   11.9122,
     7.200,   19.9894,   11.9123,
     7.250,   19.9894,   11.9125,
     7.300,   19.9893,   11.9126,
     7.350,   19.9891,   11.9129,
     7.400,   19.9890,   11.9132,
     7.450,   19.9889,   11.9133,
     7.500,   19.9889,   11.9134,
     7.550,   19.9888,   11.9135,
     7.600,   19.9885,   11.9141,
     7.650,   19.9884,   11.9142,
     7.700,   19.9883,   11.9144,
     7.750,   19.9882,   11.9146,
     7.800,   19.9881,   11.9148,
     7.850,   19.9880,   11.9148,
     7.900,   19.9880,   11.9149,
     7.950,   19.9879,   11.9151,
     8.000,   19.9878,   11.9153,
     8.050,   19.9877,   11.9155,
     8.100,   19.9877,   11.9157,
     8.150,  -99.0000,  -99.0000,
     8.200,   19.9876,   11.9159,
     8.250,   19.9876,   11.9160,
     8.300,   19.9875,   11.9162,
     8.350,   19.9874,   11.9163,
     8.400,   19.9874,   11.9164,
     8.450,   19.9874,   11.9165,
     8.500,   19.9873,   11.9167,
     8.550,   19.9872,   11.9169,
     8.600,   19.9872,   11.9170,
     8.650,   19.9871,   11.9172,
     8.700,   19.9871,   11.9171,
     8.750,   19.9870,   11.9172,
     8.800,   19.9870,   11.9174,
     8.850,   19.9869,   11.9175,
     8.900,   19.9869,   11.9176,
     8.950,   19.9868,   11.9177,
     9.000,   19.9868,   11.9179,
     9.050,   19.9867,   11.9180,
     9.100,   19.9867,   11.9181,
     9.150,   19.9866,   11.9183,
     9.200,   19.9866,   11.9184,
     9.250,   19.9865,   11.9185,
     9.300,   19.9865,   11.9187,
     9.350,   19.9864,   11.9189,
     9.400,   19.9864,   11.9190,
     9.450,   19.9863,   11.9192,
     9.500,   19.9863,   11.9194,
     9.550,   19.9862,   11.9196,
     9.600,   19.9862,   11.9197,
     9.650,   19.9861,   11.9199,
     9.700,   19.9861,   11.9200,
     9.750,   19.9860,   11.9201,
     9.800,   19.9860,   11.9202,
     9.850,   19.9861,   11.9199,
     9.900,   19.9860,   11.9202,
     9.950,   19.9860,   11.9203,
    10.000,   19.9859,   11.9205,
    10.050,   19.9859,   11.9207,
    10.100,   19.9859,   11.9209,
    10.150,   19.9858,   11.9210,
    10.200,   19.9858,   11.9211,
    10.250,   19.9858,   11.9213,
    10.300,   19.9857,   11.9214,
    10.350,   19.9857,   11.9216,
    10.400,   19.9856,   11.9218,
    10.450,   19.9856,   11.9219,
    10.500,   19.9856,   11.9221,
    10.550,   19.9855,   11.9222,
    10.600,   19.9855,   11.9224,
    10.650,   19.9855,   11.9224,
    10.700,   19.9855,   11.9225,
    10.750,   19.9854,   11.9226,
    10.800,   19.9854,   11.9227,
    10.850,   19.9854,   11.9228,
    10.900,   19.9854,   11.9229,
    10.950,   19.9853,   11.9230,
    11.000,   19.9853,   11.9231,
    11.050,   19.9853,   11.9232,
    11.100,   19.9853,   11.9233,
    11.150,   19.9853,   11.9234,
    11.200,   19.9853,   11.9235,
    11.250,   19.9853,   11.9236,
    11.300,   19.9853,   11.9237,
    11.350,   19.9872,   11.9260,
    11.400,   19.9910,   11.9304,
    11.450,   19.9903,   11.9298,
    11.500,   19.9894,   11.9291,
    11.550,   19.9887,   11.9285,
    11.600,   19.9882,   11.9280,
    11.650,   19.9879,   11.9277,
    11.700,   19.9875,   11.9273,
    11.750,   19.9870,   11.9268,
    11.800,   19.9865,   11.9264,
    11.850,   19.9861,   11.9262,
    11.900,   19.9859,   11.9261,
    11.950,   19.9856,   11.9261,
    12.000,   19.9855,   11.9261,
    12.050,   19.9853,   11.9261,
    12.100,   19.9852,   11.9262,
    12.150,   19.9851,   11.9264,
    12.200,   19.9850,   11.9268,
    12.250,   19.9857,   11.9283,
    12.300,   19.9894,   11.9336,
    12.350,   19.9958,   11.9414,
    12.400,   20.0097,   11.9577,
    12.450,   20.0191,   11.9684,
    12.500,   20.0190,   11.9684,
    12.550,   20.0149,   11.9640,
    12.600,   20.0093,   11.9580,
    12.650,   20.0051,   11.9536,
    12.700,   20.0019,   11.9503,
    12.750,   19.9988,   11.9469,
    12.800,   19.9960,   11.9441,
    12.850,   19.9940,   11.9420,
    12.900,   19.9923,   11.9403,
    12.950,   19.9914,   11.9394,
    13.000,   19.9915,   11.9394,
    13.050,   19.9911,   11.9390,
    13.100,   19.9906,   11.9386,
    13.150,   19.9902,   11.9382,
    13.200,   19.9896,   11.9377,
    13.250,   19.9890,   11.9372,
    13.300,   19.9882,   11.9365,
    13.350,   19.9874,   11.9357,
    13.400,   19.9867,   11.9351,
    13.450,   19.9862,   11.9346,
    13.500,   19.9858,   11.9343,
    13.550,   19.9856,   11.9342,
    13.600,   19.9853,   11.9341,
    13.650,   19.9852,   11.9340,
    13.700,   19.9850,   11.9340,
    13.750,   19.9849,   11.9339,
    13.800,   19.9848,   11.9340,
    13.850,   19.9848,   11.9340,
    13.900,   19.9848,   11.9341,
    13.950,   19.9848,   11.9342,
    14.000,  -99.0000,  -99.0000,
    14.050,  -99.0000,  -99.0000,
    14.100,  -99.0000,  -99.0000,
    14.150,  -99.0000,  -99.0000,
    14.200,   19.9850,   11.9350,
    14.250,   19.9850,   11.9351,
    14.300,   19.9851,   11.9352,
    14.350,   19.9851,   11.9352,
    14.400,   19.9851,   11.9353,
    14.450,   19.9852,   11.9354,
    14.500,   19.9853,   11.9356,
    14.550,   19.9853,   11.9359,
    14.600,   19.9854,   11.9360,
    14.650,   19.9854,   11.9361,
    14.700,   19.9854,   11.9363,
    14.750,   19.9854,   11.9365,
    14.800,   19.9854,   11.9366,
    14.850,   19.9855,   11.9367,
    14.900,   19.9854,   11.9363,
    14.950,  -99.0000,  -99.0000,
    15.000,  -99.0000,  -99.0000,
    15.050,  -99.0000,  -99.0000,
    15.100,  -99.0000,  -99.0000,
    15.150,  -99.0000,  -99.0000,
    15.200,  -99.0000,  -99.0000,
    15.250,   19.9858,   11.9369,
    15.300,   19.9858,   11.9372,
    15.350,   19.9859,   11.9375,
    15.400,   19.9860,   11.9377,
    15.450,   19.9861,   11.9380,
    15.500,   19.9861,   11.9385,
    15.550,   19.9862,   11.9390,
    15.600,   19.9862,   11.9395,
    15.650,   19.9863,   11.9400,
    15.700,   19.9864,   11.9404,
    15.750,   19.9864,   11.9408,
    15.800,   19.9865,   11.9414,
    15.850,   19.9865,   11.9420,
    15.900,   19.9866,   11.9425,
    15.950,   19.9866,   11.9422,
    16.000,  -99.0000,  -99.0000,
    16.050,   19.9867,   11.9442,
    16.100,   19.9866,   11.9431,
    16.150,   19.9866,   11.9433,
    16.200,   19.9867,   11.9434,
    16.250,  -99.0000,  -99.0000,
    16.300,   19.9867,   11.9436,
    16.350,   19.9868,   11.9438,
    16.400,  -99.0000,  -99.0000,
    16.450,  -99.0000,  -99.0000,
    16.500,  -99.0000,  -99.0000,
    16.550,  -99.0000,  -99.0000,
    16.600,  -99.0000,  -99.0000,
    16.650,  -99.0000,  -99.0000,
    16.700,   19.9871,   11.9447,
    16.750,   19.9871,   11.9449,
    16.800,   19.9871,   11.9450,
    16.850,   19.9871,   11.9449,
    16.900,  -99.0000,  -99.0000,
    16.950,  -99.0000,  -99.0000,
    17.000,  -99.0000,  -99.0000,
    17.050,  -99.0000,  -99.0000,
    17.100,  -99.0000,  -99.0000,
    17.150,  -99.0000,  -99.0000,
    17.200,  -99.0000,  -99.0000,
    17.250,   19.9873,   11.9456,
    17.300,   19.9873,   11.9458,
    17.350,   19.9873,   11.9459,
    17.400,   19.9873,   11.9461,
    17.450,   19.9873,   11.9462,
    17.500,   19.9873,   11.9465,
    17.550,   19.9872,   11.9472,
    17.600,   19.9871,   11.9475,
    17.650,   19.9870,   11.9479,
    17.700,   19.9869,   11.9481,
    17.750,   19.9869,   11.9482,
    17.800,   19.9869,   11.9481,
    17.850,   19.9869,   11.9482,
    17.900,   19.9870,   11.9481,
    17.950,  -99.0000,  -99.0000,
    18.000,   19.9871,   11.9476,
    18.050,  -99.0000,  -99.0000,
    18.100,  -99.0000,  -99.0000,
    18.150,  -99.0000,  -99.0000,
    18.200,  -99.0000,  -99.0000,
    18.250,   19.9871,   11.9483,
    18.300,   19.9870,   11.9485,
    18.350,   19.9870,   11.9488,
    18.400,   19.9869,   11.9490,
    18.450,   19.9869,   11.9494,
    18.500,   19.9882,   11.9513,
    18.550,   19.9913,   11.9553,
    18.600,   19.9950,   11.9603,
    18.650,   19.9977,   11.9640,
    18.700,   19.9993,   11.9663,
    18.750,   20.0007,   11.9682,
    18.800,   20.0019,   11.9697,
    18.850,   20.0026,   11.9708,
    18.900,   20.0024,   11.9706,
    18.950,   20.0005,   11.9686,
    19.000,   20.0000,   11.9679,
    19.050,  -99.0000,  -99.0000,
    19.100,  -99.0000,  -99.0000,
    19.150,  -99.0000,  -99.0000,
    19.200,   19.9988,   11.9670,
    19.250,   19.9982,   11.9664,
    19.300,   19.9965,   11.9646,
    19.350,   19.9954,   11.9635,
    19.400,   20.0030,   11.9725,
    19.450,   20.0116,   11.9828,
    19.500,   20.0145,   11.9865,
    19.550,   20.0105,   11.9819,
    19.600,   20.0073,   11.9782,
    19.650,   20.0045,   11.9749,
    19.700,   20.0018,   11.9718,
    19.750,   19.9992,   11.9688,
    19.800,   19.9970,   11.9661,
    19.850,   19.9951,   11.9640,
    19.900,   19.9937,   11.9624,
    19.950,   19.9928,   11.9610,
    20.000,   19.9921,   11.9602,
    20.050,   19.9916,   11.9596,
    20.100,   19.9911,   11.9591,
    20.150,   19.9907,   11.9588,
    20.200,   19.9903,   11.9586,
    20.250,   19.9900,   11.9584,
    20.300,   19.9896,   11.9583,
    20.350,   19.9892,   11.9581,
    20.400,   19.9890,   11.9579,
    20.450,   19.9887,   11.9579,
    20.500,   19.9885,   11.9581,
    20.550,   19.9884,   11.9583,
    20.600,   19.9883,   11.9587,
    20.650,   19.9887,   11.9596,
    20.700,   19.9932,   11.9652,
    20.750,   20.0018,   11.9756,
    20.800,   20.0091,   11.9843,
    20.850,   20.0152,   11.9917,
    20.900,   20.0202,   11.9977,
    20.950,   20.0212,   11.9990,
    21.000,   20.0163,   11.9933,
    21.050,   20.0121,   11.9884,
    21.100,   20.0087,   11.9846,
    21.150,   20.0060,   11.9815,
    21.200,   20.0037,   11.9790,
    21.250,   20.0039,   11.9795,
    21.300,   20.0109,   11.9879,
    21.350,   20.0171,   11.9955,
    21.400,   20.0221,   12.0018,
    21.450,   20.0262,   12.0073,
    21.500,   20.0295,   12.0117,
    21.550,   20.0324,   12.0155,
    21.600,   20.0352,   12.0192,
    21.650,   20.0380,   12.0228,
    21.700,   20.0401,   12.0256,
    21.750,   20.0403,   12.0260,
    21.800,   20.0396,   12.0256,
    21.850,   20.0397,   12.0260,
    21.900,   20.0410,   12.0277,
    21.950,   20.0442,   12.0318,
    22.000,   20.0494,   12.0383,
    22.050,   20.0542,   12.0443,
    22.100,   20.0512,   12.0409,
    22.150,   20.0450,   12.0338,
    22.200,   20.0395,   12.0273,
    22.250,   20.0339,   12.0208,
    22.300,   20.0279,   12.0138,
    22.350,   20.0227,   12.0078,
    22.400,   20.0245,   12.0101,
    22.450,   20.0203,   12.0053,
    22.500,   20.0160,   12.0003,
    22.550,   20.0125,   11.9963,
    22.600,   20.0099,   11.9933,
    22.650,   20.0080,   11.9913,
    22.700,   20.0067,   11.9900,
    22.750,   20.0057,   11.9890,
    22.800,   20.0047,   11.9880,
    22.850,   20.0037,   11.9871,
    22.900,   20.0029,   11.9862,
    22.950,   20.0014,   11.9846,
    23.000,   19.9999,   11.9831,
    23.050,   19.9986,   11.9816,
    23.100,   19.9977,   11.9805,
    23.150,   19.9969,   11.9798,
    23.200,   19.9963,   11.9792,
    23.250,   19.9957,   11.9785,
    23.300,   19.9965,   11.9789,
    23.350,   19.9962,   11.9783,
    23.400,   19.9954,   11.9774,
    23.450,   19.9945,   11.9767,
    23.500,   19.9939,   11.9761,
    23.550,   19.9935,   11.9758,
    23.600,   19.9932,   11.9756,
    23.650,   19.9929,   11.9755,
    23.700,   19.9927,   11.9755,
    23.750,   19.9926,   11.9755,
    23.800,   19.9925,   11.9756,
    23.850,   19.9924,   11.9757,
    23.900,   19.9924,   11.9759,
    23.950,   19.9925,   11.9761,
    24.000,   19.9925,   11.9754,
    24.050,   19.9925,   11.9755,
    24.100,   19.9926,   11.9758,
    24.150,   19.9926,   11.9761,
    24.200,   19.9927,   11.9766,
    24.250,   19.9928,   11.9769,
    24.300,   19.9928,   11.9774,
    24.350,   19.9939,   11.9793,
    24.400,   19.9955,   11.9818,
    24.450,   19.9969,   11.9840,
    24.500,   19.9980,   11.9858,
    24.550,   19.9989,   11.9875,
    24.600,   19.9999,   11.9892,
    24.650,   20.0006,   11.9906,
    24.700,   20.0015,   11.9922,
    24.750,   20.0061,   11.9981,
    24.800,   20.0165,   12.0109,
    24.850,   20.0173,   12.0120,
    24.900,   20.0145,   12.0087,
    24.950,   20.0112,   12.0048,
    25.000,   20.0084,   12.0016,
    25.050,   20.0065,   11.9994,
    25.100,   20.0051,   11.9979,
    25.150,   20.0039,   11.9966,
    25.200,   20.0028,   11.9954,
    25.250,   20.0016,   11.9941,
    25.300,   20.0012,   11.9935,
    25.350,   20.0009,   11.9934,
    25.400,   20.0013,   11.9941,
    25.450,   20.0020,   11.9953,
    25.500,   20.0061,   12.0005,
    25.550,   20.0132,   12.0094,
    25.600,   20.0190,   12.0169,
    25.650,   20.0238,   12.0230,
    25.700,   20.0321,   12.0336,
    25.750,   20.0396,   12.0429,
    25.800,   20.0440,   12.0484,
    25.850,   20.0299,   12.0309,
    25.900,   20.0225,   12.0219,
    25.950,   20.0171,   12.0155,
    26.000,   20.0134,   12.0110,
    26.050,   20.0101,   12.0072,
    26.100,   20.0074,   12.0040,
    26.150,   20.0054,   12.0016,
    26.200,   20.0041,   11.9999,
    26.250,   20.0041,   11.9999,
    26.300,   20.0080,   12.0050,
    26.350,   20.0141,   12.0127,
    26.400,   20.0193,   12.0193,
    26.450,   20.0281,   12.0305,
    26.500,   20.0345,   12.0385,
    26.550,   20.0384,   12.0437,
    26.600,   20.0414,   12.0476,
    26.650,   20.0437,   12.0509,
    26.700,   20.0457,   12.0535,
    26.750,   20.0470,   12.0550,
    26.800,   20.0473,   12.0554,
    26.850,   20.0475,   12.0557,
    26.900,   20.0480,   12.0565,
    26.950,   20.0497,   12.0588,
    27.000,   20.0495,   12.0587,
    27.050,   20.0401,   12.0471,
    27.100,   20.0291,   12.0335,
    27.150,   20.0202,   12.0224,
    27.200,   20.0155,   12.0166,
    27.250,   20.0152,   12.0164,
    27.300,   20.0210,   12.0240,
    27.350,   20.0281,   12.0331,
    27.400,   20.0293,   12.0346,
    27.450,   20.0233,   12.0272,
    27.500,   20.0202,   12.0236,
    27.550,   20.0200,   12.0235,
    27.600,   20.0208,   12.0245,
    27.650,   20.0231,   12.0277,
    27.700,   20.0286,   12.0345,
    27.750,   20.0373,   12.0452,
    27.800,   20.0491,   12.0590,
    27.850,   20.0618,   12.0739,
    27.900,   20.0739,   12.0878,
    27.950,   20.0830,   12.0978,
    28.000,   20.0908,   12.1064,
    28.050,   20.0969,   12.1130,
    28.100,   20.1024,   12.1189,
    28.150,   20.1079,   12.1251,
    28.200,   20.1127,   12.1305,
    28.250,   20.1179,   12.1359,
    28.300,   20.1310,   12.1515,
    28.350,   20.1479,   12.1720,
    28.400,   20.1627,   12.1898,
    28.450,   20.1718,   12.2000,
    28.500,   20.1759,   12.2037,
    28.550,   20.1833,   12.2113,
    28.600,   20.1915,   12.2199,
    28.650,   20.1993,   12.2282,
    28.700,   20.2066,   12.2359,
    28.750,   20.2125,   12.2423,
    28.800,   20.2158,   12.2457,
    28.850,   20.2190,   12.2488,
    28.900,   20.2229,   12.2530,
    28.950,   20.2266,   12.2566,
    29.000,   20.2305,   12.2606,
    29.050,   20.2361,   12.2668,
    29.100,   20.2441,   12.2755,
    29.150,   20.2528,   12.2850,
    29.201,   20.2606,   12.2933,
    29.250,   20.2700,   12.3034,
    29.300,   20.2797,   12.3137,
    29.350,   20.2821,   12.3154,
    29.400,   20.2850,   12.3174,
    29.450,   20.2901,   12.3219,
    29.500,   20.2974,   12.3289,
    29.550,   20.3062,   12.3375,
    29.600,   20.3180,   12.3493,
    29.650,   20.3314,   12.3629,
    29.700,   20.3414,   12.3727,
    29.750,   20.3445,   12.3748,
    29.800,   20.3428,   12.3717,
    29.850,   20.3427,   12.3703,
    29.900,   20.3441,   12.3707,
    29.950,   20.3442,   12.3699,
    30.000,   20.3402,   12.3648,
    30.050,   20.3335,   12.3571,
    30.100,   20.3349,   12.3582,
    30.150,   20.3281,   12.3502,
    30.200,   20.3183,   12.3392,
    30.250,   20.3119,   12.3319,
    30.300,   20.3036,   12.3223,
    30.350,   20.2907,   12.3078,
    30.400,   20.2795,   12.2950,
    30.450,   20.2677,   12.2818,
    30.500,   20.2595,   12.2726,
    30.550,   20.2534,   12.2658,
    30.600,   20.2511,   12.2630,
    30.650,   20.2500,   12.2614,
    30.700,   20.2537,   12.2649,
    30.750,   20.2508,   12.2618,
    30.800,   20.2462,   12.2567,
    30.850,   20.2404,   12.2499,
    30.900,   20.2359,   12.2444,
    30.950,   20.2350,   12.2430,
    31.000,   20.2358,   12.2435,
    31.050,   20.2431,   12.2510,
    31.100,   20.2491,   12.2571,
    31.150,   20.2577,   12.2660,
    31.200,   20.2665,   12.2751,
    31.250,   20.2768,   12.2856,
    31.300,   20.2885,   12.2977,
    31.350,   20.3011,   12.3106,
    31.400,   20.3180,   12.3279,
    31.450,   20.3372,   12.3477,
    31.500,   20.3547,   12.3653,
    31.550,   20.3674,   12.3779,
    31.600,   20.3747,   12.3848,
    31.650,   20.3767,   12.3864,
    31.700,   20.3751,   12.3842,
    31.750,   20.3689,   12.3777,
    31.800,   20.3599,   12.3688,
    31.850,   20.3473,   12.3557,
    31.900,   20.3332,   12.3401,
    31.950,   20.3237,   12.3295,
    32.000,   20.3216,   12.3267,
    32.050,   20.3212,   12.3258,
    32.100,   20.3202,   12.3242,
    32.150,   20.3180,   12.3213,
    32.200,   20.3109,   12.3132,
    32.250,   20.2977,   12.2991,
    32.300,   20.2878,   12.2896,
    32.350,   20.2817,   12.2844,
    32.400,   20.2812,   12.2859,
    32.450,   20.2839,   12.2907,
    32.500,   20.2888,   12.2973,
    32.550,   20.2955,   12.3056,
    32.600,   20.3044,   12.3160,
    32.650,   20.3142,   12.3275,
    32.700,   20.3250,   12.3397,
    32.750,   20.3278,   12.3422,
    32.800,   20.3192,   12.3295,
    32.850,   20.3120,   12.3178,
    32.900,   20.3120,   12.3150,
    32.950,   20.3181,   12.3195,
    33.000,   20.3291,   12.3299,
    33.050,   20.3432,   12.3438,
    33.100,   20.3580,   12.3587,
    33.150,   20.3727,   12.3735,
    33.200,   20.3862,   12.3871,
    33.250,   20.3982,   12.3990,
    33.300,   20.3988,   12.3994,
    33.350,   20.4018,   12.4029,
    33.400,   20.4104,   12.4143,
    33.450,   20.4196,   12.4255,
    33.500,   20.4271,   12.4323,
    33.550,   20.4372,   12.4421,
    33.600,   20.4483,   12.4533,
    33.650,   20.4618,   12.4675,
    33.700,   20.4766,   12.4848,
    33.750,   20.4841,   12.4976,
    33.800,   20.4784,   12.4952,
    33.850,   20.4665,   12.4853,
    33.900,   20.4569,   12.4774,
    33.950,   20.4533,   12.4752,
    34.000,   20.4531,   12.4743,
    34.050,   20.4568,   12.4757,
    34.100,   20.4617,   12.4787,
    34.150,   20.4656,   12.4809,
    34.200,   20.4675,   12.4812,
    34.250,   20.4646,   12.4766,
    34.300,   20.4621,   12.4739,
    34.350,   20.4671,   12.4817,
    34.400,   20.4759,   12.4934,
    34.450,   20.4899,   12.5083,
    34.500,   20.5046,   12.5216,
    34.550,   20.5289,   12.5453,
    34.600,   20.5501,   12.5659,
    34.650,   20.5659,   12.5808,
    34.700,   20.5803,   12.5943,
    34.750,   20.5891,   12.6020,
    34.800,   20.5836,   12.5948,
    34.850,   20.5750,   12.5851,
    34.900,   20.5691,   12.5784,
    34.950,   20.5603,   12.5692,
    35.000,   20.5465,   12.5548,
    35.050,   20.5805,   12.5892,
    35.100,   20.5671,   12.5750,
    35.150,   20.5551,   12.5626,
    35.200,   20.5714,   12.5788,
    35.250,   20.5902,   12.5975,
    35.300,   20.5969,   12.6035,
    35.350,   20.5960,   12.6017,
    35.400,   20.6052,   12.6105,
    35.450,   20.6231,   12.6283,
    35.500,   20.6533,   12.6590,
    35.550,   20.6805,   12.6865,
    35.600,   20.7087,   12.7148,
    35.650,   20.7187,   12.7244,
    35.700,   20.7445,   12.7496,
    35.750,   20.7493,   12.7533,
    35.800,   20.7295,   12.7322,
    35.850,   20.6864,   12.6879,
    35.900,   20.4537,   12.4531,
    35.950,  -99.0000,  -99.0000,
    36.000,  -99.0000,  -99.0000,
    36.050,  -99.0000,  -99.0000,
    36.100,   20.3720,   12.3708,
    36.150,   20.3890,   12.3882,
    36.200,   20.3969,   12.3964,
    36.250,   20.5650,   12.5663,
    36.300,   20.6010,   12.6025,
    36.350,   20.5995,   12.6006,
    36.400,   20.5833,   12.5840,
    36.450,   20.5713,   12.5716,
    36.500,   20.5598,   12.5598,
    36.550,   20.5491,   12.5490,
    36.600,   20.5477,   12.5479,
    36.650,   20.5541,   12.5547,
    36.700,   20.5627,   12.5633,
    36.750,   20.5604,   12.5598,
    36.800,   20.5467,   12.5445,
    36.850,   20.5377,   12.5345,
    36.900,   20.5341,   12.5301,
    36.950,   20.5362,   12.5316,
    37.000,   20.5403,   12.5352,
    37.050,   20.5458,   12.5401,
    37.100,   20.5450,   12.5388,
    37.150,   20.5462,   12.5396,
    37.200,   20.5519,   12.5450,
    37.250,   20.5486,   12.5413,
    37.300,   20.5472,   12.5391,
    37.350,   20.5429,   12.5337,
    37.400,   20.5325,   12.5216,
    37.450,   20.5234,   12.5109,
    37.500,   20.5200,   12.5064,
    37.550,   20.5261,   12.5114,
    37.600,   20.5441,   12.5285,
    37.650,   20.5645,   12.5481,
    37.700,   20.5858,   12.5687,
    37.750,   20.5949,   12.5764,
    37.800,   20.6014,   12.5814,
    37.850,   20.6081,   12.5868,
    37.900,   20.6216,   12.5991,
    37.950,   20.6342,   12.6107,
    38.000,   20.5053,   12.4823,
    38.050,   20.5167,   12.4934,
    38.100,   20.5052,   12.4821,
    38.150,   20.5352,   12.5116,
    38.200,   20.6980,   12.6722,
    38.250,   20.7214,   12.6944,
    38.300,   20.7111,   12.6824,
    38.350,   20.6855,   12.6550,
    38.400,   20.6659,   12.6336,
    38.450,   20.6521,   12.6184,
    38.500,   20.6441,   12.6092,
    38.550,   20.6382,   12.6024,
    38.600,   20.6386,   12.6021,
    38.650,   20.6441,   12.6068,
    38.700,   20.6483,   12.6104,
    38.750,   20.6258,   12.5876,
    38.800,   20.5977,   12.5589,
    38.850,   20.5753,   12.5358,
    38.900,   20.5624,   12.5221,
    38.950,   20.5555,   12.5141,
    39.000,   20.5473,   12.5049,
    39.050,   20.5655,   12.5216,
    39.100,   20.5681,   12.5232,
    39.150,   20.5704,   12.5246,
    39.200,   20.5704,   12.5239,
    39.250,   20.5601,   12.5134,
