$GATE WITHDRAWAL AT SEG317                                   ELEV OF WITHDRAWAL CENTERLINE:347.     

JDAY,      N2,      DO,
   430.700,   20.8813,   13.0285,
   430.750,   20.8667,   13.0153,
   430.800,   20.8283,   12.9793,
   430.850,   20.7916,   12.9441,
   430.900,   20.7505,   12.9043,
   430.950,   20.7053,   12.8604,
   431.000,   20.6560,   12.8127,
   431.050,  -99.0000,  -99.0000,
   431.100,   20.5240,   12.6784,
   431.150,   20.6459,   12.8034,
   431.200,   20.6349,   12.7924,
   431.250,   20.6321,   12.7893,
   431.300,   20.6220,   12.7782,
   431.350,   20.6156,   12.7708,
   431.400,   20.6116,   12.7660,
   431.450,   20.6092,   12.7628,
   431.500,   20.6101,   12.7634,
   431.550,   20.6155,   12.7688,
   431.600,   20.6196,   12.7730,
   431.650,   20.6236,   12.7770,
   431.700,   20.6257,   12.7790,
   431.750,   20.6270,   12.7799,
   431.800,   20.6302,   12.7829,
   431.850,   20.6355,   12.7878,
   431.900,   20.6410,   12.7932,
   431.950,   20.6436,   12.7961,
   432.000,   20.6500,   12.8037,
   432.050,   20.6610,   12.8163,
   432.100,   20.6704,   12.8266,
   432.150,   20.6792,   12.8360,
   432.200,   20.6906,   12.8477,
   432.250,   20.6940,   12.8503,
   432.300,   20.6972,   12.8527,
   432.350,   20.7013,   12.8560,
   432.400,   20.7072,   12.8614,
   432.450,   20.7132,   12.8673,
   432.500,   20.7222,   12.8769,
   432.550,   20.7380,   12.8933,
   432.600,   20.7537,   12.9093,
   432.650,   20.7681,   12.9240,
   432.700,   20.7774,   12.9333,
   432.750,   20.7825,   12.9378,
   432.800,   20.7868,   12.9417,
   432.850,   20.7890,   12.9435,
   432.900,   20.7906,   12.9450,
   432.950,   20.7960,   12.9508,
   433.000,   20.8014,   12.9566,
   433.050,   20.8048,   12.9605,
   433.100,   20.8074,   12.9635,
   433.150,   20.8108,   12.9673,
   433.200,   20.8110,   12.9678,
   433.250,   20.8092,   12.9660,
   433.300,   20.8088,   12.9658,
   433.350,   20.8110,   12.9683,
   433.400,   20.8161,   12.9739,
   433.450,   20.8224,   12.9808,
   433.500,   20.8356,   12.9950,
   433.550,   20.8499,   13.0101,
   433.600,   20.8634,   13.0241,
   433.650,   20.8724,   13.0336,
   433.700,   20.8781,   13.0396,
   433.750,   20.8793,   13.0413,
   433.800,   20.8760,   13.0385,
   433.850,   20.8699,   13.0331,
   433.900,   20.8676,   13.0315,
   433.950,   20.8714,   13.0357,
   434.000,   20.8726,   13.0377,
   434.050,  -99.0000,  -99.0000,
   434.100,  -99.0000,  -99.0000,
   434.150,  -99.0000,  -99.0000,
   434.200,   20.8958,   13.0593,
   434.250,   20.8902,   13.0544,
   434.300,   20.8777,   13.0434,
   434.350,   20.8687,   13.0353,
   434.400,   20.8658,   13.0326,
   434.450,   20.8708,   13.0374,
   434.500,   20.8783,   13.0445,
   434.550,   20.8870,   13.0526,
   434.600,   20.8955,   13.0605,
   434.650,   20.9006,   13.0651,
   434.700,   20.9029,   13.0672,
   434.750,   20.9024,   13.0669,
   434.800,   20.9002,   13.0651,
   434.850,   20.8981,   13.0634,
   434.900,   20.8982,   13.0635,
   434.950,   20.9002,   13.0653,
   435.000,  -99.0000,  -99.0000,
   435.050,  -99.0000,  -99.0000,
   435.100,  -99.0000,  -99.0000,
   435.150,  -99.0000,  -99.0000,
   435.200,  -99.0000,  -99.0000,
   435.250,   20.9037,   13.0686,
   435.300,   20.9020,   13.0673,
   435.350,   20.8989,   13.0648,
   435.400,   20.8953,   13.0618,
   435.450,   20.8918,   13.0590,
   435.500,   20.8895,   13.0572,
   435.550,   20.8881,   13.0561,
   435.600,   20.8880,   13.0562,
   435.650,   20.8897,   13.0578,
   435.700,   20.8899,   13.0581,
   435.750,   20.8864,   13.0551,
   435.800,   20.8838,   13.0530,
   435.850,   20.8814,   13.0510,
   435.900,   20.8795,   13.0494,
   435.950,   20.8781,   13.0483,
   436.000,   20.8770,   13.0474,
   436.050,   20.8755,   13.0462,
   436.100,   20.8742,   13.0451,
   436.150,  -99.0000,  -99.0000,
   436.200,   20.8720,   13.0433,
   436.250,   20.8702,   13.0420,
   436.300,   20.8679,   13.0402,
   436.350,   20.8656,   13.0383,
   436.400,   20.8624,   13.0356,
   436.450,   20.8571,   13.0312,
   436.500,   20.8516,   13.0265,
   436.550,   20.8487,   13.0243,
   436.600,   20.8470,   13.0229,
   436.650,   20.8419,   13.0185,
   436.700,   20.8391,   13.0162,
   436.750,   20.8355,   13.0131,
   436.800,   20.8310,   13.0092,
   436.850,   20.8206,   13.0000,
   436.900,   20.8068,   12.9876,
   436.950,   20.7946,   12.9763,
   437.000,   20.7868,   12.9692,
   437.050,   20.7815,   12.9645,
   437.100,   20.7775,   12.9609,
   437.150,   20.7752,   12.9590,
   437.200,   20.7726,   12.9567,
   437.250,   20.7705,   12.9550,
   437.300,   20.7664,   12.9511,
   437.350,   20.7584,   12.9438,
   437.400,   20.7524,   12.9385,
   437.450,   20.7538,   12.9403,
   437.500,   20.7580,   12.9449,
   437.550,   20.7633,   12.9506,
   437.600,   20.7707,   12.9584,
   437.650,   20.7785,   12.9666,
   437.700,   20.7816,   12.9704,
   437.750,   20.7814,   12.9711,
   437.800,   20.7792,   12.9696,
   437.850,   20.7762,   12.9671,
   437.900,   20.7739,   12.9654,
   437.950,   20.7726,   12.9645,
   438.000,  -99.0000,  -99.0000,
   438.050,  -99.0000,  -99.0000,
   438.100,  -99.0000,  -99.0000,
   438.150,  -99.0000,  -99.0000,
   438.200,  -99.0000,  -99.0000,
   438.250,   20.7679,   12.9629,
   438.300,   20.7651,   12.9603,
   438.350,   20.7619,   12.9572,
   438.400,   20.7580,   12.9533,
   438.450,   20.7536,   12.9490,
   438.500,   20.7493,   12.9448,
   438.550,   20.7457,   12.9415,
   438.600,   20.7412,   12.9373,
   438.650,   20.7352,   12.9316,
   438.700,   20.7328,   12.9295,
   438.750,   20.7301,   12.9271,
   438.800,   20.7283,   12.9256,
   438.850,   20.7267,   12.9243,
   438.900,   20.7246,   12.9226,
   438.950,   20.7222,   12.9205,
   439.000,   20.7193,   12.9179,
   439.050,   20.7160,   12.9151,
   439.100,   20.7125,   12.9120,
   439.150,   20.7087,   12.9088,
   439.200,   20.7050,   12.9056,
   439.250,   20.7015,   12.9027,
   439.300,   20.6971,   12.8988,
   439.350,   20.6933,   12.8954,
   439.400,   20.6898,   12.8924,
   439.450,   20.6866,   12.8896,
   439.500,   20.6837,   12.8871,
   439.550,   20.6811,   12.8850,
   439.600,   20.6814,   12.8859,
   439.650,   20.6793,   12.8843,
   439.700,   20.6793,   12.8851,
   439.750,   20.6772,   12.8835,
   439.800,   20.6768,   12.8839,
   439.850,   20.6747,   12.8825,
   439.900,   20.6736,   12.8820,
   439.950,   20.6713,   12.8803,
   440.000,   20.6699,   12.8795,
   440.050,   20.6681,   12.8781,
   440.100,   20.6673,   12.8777,
   440.150,   20.6666,   12.8773,
   440.200,   20.6658,   12.8767,
   440.250,   20.6658,   12.8769,
   440.300,   20.6661,   12.8774,
   440.350,   20.6665,   12.8780,
   440.400,   20.6671,   12.8788,
   440.450,   20.6678,   12.8797,
   440.500,   20.6686,   12.8806,
   440.550,   20.6694,   12.8812,
   440.600,   20.6699,   12.8815,
   440.650,   20.6678,   12.8793,
   440.700,   20.6666,   12.8777,
   440.750,   20.6655,   12.8764,
   440.800,   20.6657,   12.8764,
   440.850,   20.6661,   12.8766,
   440.900,   20.6666,   12.8769,
   440.950,   20.6673,   12.8774,
   441.000,   20.6679,   12.8779,
   441.050,   20.6683,   12.8782,
   441.100,   20.6684,   12.8782,
   441.150,   20.6684,   12.8781,
   441.200,   20.6682,   12.8779,
   441.250,   20.6679,   12.8777,
   441.300,   20.6676,   12.8774,
   441.350,   20.6672,   12.8770,
   441.400,   20.6666,   12.8765,
   441.450,   20.6659,   12.8758,
   441.500,   20.6650,   12.8750,
   441.550,   20.6591,   12.8688,
   441.600,   20.6543,   12.8636,
   441.650,   20.6502,   12.8593,
   441.700,   20.6454,   12.8542,
   441.750,   20.6436,   12.8524,
   441.800,   20.6431,   12.8521,
   441.850,   20.6429,   12.8520,
   441.900,   20.6428,   12.8518,
   441.950,   20.6426,   12.8517,
   442.000,  -99.0000,  -99.0000,
   442.050,  -99.0000,  -99.0000,
   442.100,  -99.0000,  -99.0000,
   442.150,  -99.0000,  -99.0000,
   442.200,   20.6411,   12.8506,
   442.250,   20.6406,   12.8503,
   442.300,   20.6396,   12.8497,
   442.350,   20.6385,   12.8489,
   442.400,   20.6369,   12.8476,
   442.450,   20.6351,   12.8461,
   442.500,   20.6334,   12.8446,
   442.550,   20.6317,   12.8431,
   442.600,   20.6302,   12.8417,
   442.650,   20.6285,   12.8403,
   442.700,   20.6245,   12.8360,
   442.750,   20.6214,   12.8328,
   442.800,   20.6194,   12.8310,
   442.850,   20.6176,   12.8293,
   442.900,   20.6159,   12.8277,
   442.950,   20.6142,   12.8261,
   443.000,  -99.0000,  -99.0000,
   443.050,  -99.0000,  -99.0000,
   443.100,  -99.0000,  -99.0000,
   443.150,  -99.0000,  -99.0000,
   443.200,   20.6088,   12.8211,
   443.250,   20.6071,   12.8196,
   443.300,   20.6050,   12.8177,
   443.350,   20.6027,   12.8156,
   443.400,   20.6007,   12.8138,
   443.450,   20.5986,   12.8120,
   443.500,   20.5970,   12.8107,
   443.550,   20.5953,   12.8093,
   443.600,   20.5932,   12.8073,
   443.650,  -99.0000,  -99.0000,
   443.700,  -99.0000,  -99.0000,
   443.750,   20.5878,   12.8018,
   443.800,   20.5879,   12.8024,
   443.850,   20.5880,   12.8029,
   443.900,   20.5881,   12.8033,
   443.950,  -99.0000,  -99.0000,
   444.000,  -99.0000,  -99.0000,
   444.050,  -99.0000,  -99.0000,
   444.100,   20.5880,   12.8038,
   444.150,   20.5881,   12.8041,
   444.200,   20.5882,   12.8042,
   444.250,   20.5881,   12.8044,
   444.300,   20.5879,   12.8044,
   444.350,   20.5876,   12.8044,
   444.400,   20.5873,   12.8045,
   444.450,   20.5866,   12.8041,
   444.500,   20.5858,   12.8035,
   444.550,   20.5833,   12.8008,
   444.600,   20.5801,   12.7971,
   444.650,   20.5777,   12.7944,
   444.700,   20.5764,   12.7929,
   444.750,   20.5762,   12.7929,
   444.800,   20.5763,   12.7934,
   444.850,   20.5767,   12.7942,
   444.900,   20.5770,   12.7947,
   444.950,   20.5772,   12.7951,
   445.000,   20.5774,   12.7954,
   445.050,   20.5776,   12.7957,
   445.100,   20.5778,   12.7961,
   445.150,   20.5780,   12.7964,
   445.200,   20.5782,   12.7968,
   445.250,   20.5785,   12.7973,
   445.300,   20.5785,   12.7973,
   445.350,   20.5785,   12.7974,
   445.400,   20.5790,   12.7983,
   445.450,   20.5797,   12.7994,
   445.500,   20.5804,   12.8004,
   445.550,   20.5781,   12.7973,
   445.600,   20.5774,   12.7962,
   445.650,   20.5772,   12.7959,
   445.700,   20.5782,   12.7969,
   445.750,   20.5788,   12.7975,
   445.800,   20.5804,   12.7994,
   445.850,   20.5821,   12.8016,
   445.900,   20.5838,   12.8034,
   445.950,   20.5852,   12.8045,
   446.000,   20.5861,   12.8050,
   446.050,   20.5869,   12.8055,
   446.100,   20.5875,   12.8058,
   446.150,   20.5880,   12.8060,
   446.200,   20.5885,   12.8061,
   446.250,   20.5890,   12.8063,
   446.300,   20.5897,   12.8065,
   446.350,   20.5902,   12.8066,
   446.400,   20.5907,   12.8067,
   446.450,   20.5910,   12.8068,
   446.500,   20.5912,   12.8069,
   446.550,   20.5907,   12.8060,
   446.600,   20.5898,   12.8044,
   446.650,   20.5894,   12.8035,
   446.700,   20.5895,   12.8035,
   446.750,   20.5898,   12.8038,
   446.800,   20.5903,   12.8043,
   446.850,   20.5906,   12.8046,
   446.900,   20.5909,   12.8048,
   446.950,   20.5910,   12.8048,
   447.000,   20.5911,   12.8048,
   447.050,   20.5911,   12.8046,
   447.100,   20.5911,   12.8045,
   447.150,   20.5909,   12.8041,
   447.200,   20.5909,   12.8039,
   447.250,   20.5906,   12.8034,
   447.300,   20.5905,   12.8031,
   447.350,   20.5903,   12.8028,
   447.400,   20.5901,   12.8024,
   447.450,   20.5898,   12.8019,
   447.500,   20.5895,   12.8014,
   447.550,   20.5889,   12.8008,
   447.600,   20.5880,   12.7995,
   447.650,   20.5872,   12.7983,
   447.700,   20.5865,   12.7976,
   447.750,   20.5860,   12.7970,
   447.800,   20.5860,   12.7970,
   447.850,   20.5860,   12.7969,
   447.900,   20.5859,   12.7968,
   447.950,   20.5856,   12.7966,
   448.000,   20.5853,   12.7963,
   448.050,   20.5850,   12.7960,
   448.100,   20.5848,   12.7958,
   448.150,   20.5845,   12.7955,
   448.200,   20.5843,   12.7951,
   448.250,   20.5840,   12.7947,
   448.300,   20.5837,   12.7943,
   448.350,   20.5834,   12.7939,
   448.400,   20.5830,   12.7933,
   448.450,   20.5825,   12.7926,
   448.500,   20.5820,   12.7919,
   448.550,   20.5814,   12.7913,
   448.600,   20.5797,   12.7892,
   448.650,   20.5789,   12.7881,
   448.700,   20.5781,   12.7869,
   448.750,   20.5773,   12.7858,
   448.800,   20.5771,   12.7854,
   448.850,   20.5769,   12.7851,
   448.900,   20.5767,   12.7847,
   448.950,   20.5764,   12.7843,
   449.000,   20.5761,   12.7839,
   449.050,   20.5758,   12.7835,
   449.100,   20.5754,   12.7830,
   449.150,   20.5753,   12.7827,
   449.200,   20.5752,   12.7826,
   449.250,   20.5752,   12.7825,
   449.300,   20.5753,   12.7823,
   449.350,   20.5755,   12.7822,
   449.400,   20.5755,   12.7821,
   449.450,   20.5757,   12.7821,
   449.500,   20.5758,   12.7821,
   449.550,   20.5757,   12.7818,
   449.600,   20.5756,   12.7813,
   449.650,   20.5756,   12.7808,
   449.700,   20.5759,   12.7807,
   449.750,   20.5758,   12.7802,
   449.800,   20.5763,   12.7806,
   449.850,   20.5771,   12.7813,
   449.900,   20.5780,   12.7821,
   449.950,   20.5788,   12.7829,
   450.000,   20.5796,   12.7836,
   450.050,   20.5802,   12.7843,
   450.100,   20.5808,   12.7849,
   450.150,   20.5815,   12.7856,
   450.200,   20.5821,   12.7864,
   450.250,   20.5831,   12.7873,
   450.300,   20.5843,   12.7886,
   450.350,   20.5856,   12.7900,
   450.400,   20.5870,   12.7915,
   450.450,   20.5883,   12.7929,
   450.500,   20.5892,   12.7937,
   450.550,   20.5900,   12.7941,
   450.600,   20.5903,   12.7940,
   450.650,   20.5909,   12.7943,
   450.700,   20.5912,   12.7944,
   450.750,   20.5921,   12.7952,
   450.800,   20.5932,   12.7964,
   450.850,   20.5945,   12.7978,
   450.900,   20.5956,   12.7990,
   450.950,   20.5965,   12.7999,
   451.000,   20.5971,   12.8005,
   451.050,   20.5976,   12.8011,
   451.100,   20.5981,   12.8016,
   451.150,   20.5985,   12.8020,
   451.200,   20.5992,   12.8027,
   451.250,   20.6002,   12.8037,
   451.300,   20.6017,   12.8051,
   451.350,   20.6032,   12.8064,
   451.400,   20.6046,   12.8077,
   451.450,   20.6061,   12.8090,
   451.500,   20.6075,   12.8104,
   451.550,   20.6083,   12.8113,
   451.600,   20.6091,   12.8121,
   451.650,   20.6103,   12.8134,
   451.700,   20.6113,   12.8145,
   451.750,   20.6124,   12.8156,
   451.800,   20.6133,   12.8165,
   451.850,   20.6143,   12.8177,
   451.900,   20.6155,   12.8189,
   451.950,   20.6163,   12.8197,
   452.000,   20.6170,   12.8205,
   452.050,   20.6177,   12.8213,
   452.100,   20.6181,   12.8220,
   452.150,   20.6185,   12.8226,
   452.200,   20.6189,   12.8234,
   452.250,   20.6189,   12.8238,
   452.300,   20.6190,   12.8242,
   452.350,   20.6186,   12.8243,
   452.400,   20.6186,   12.8246,
   452.450,   20.6184,   12.8248,
   452.500,   20.6183,   12.8249,
   452.550,   20.6183,   12.8250,
   452.600,   20.6180,   12.8250,
   452.650,   20.6181,   12.8250,
   452.700,   20.6186,   12.8256,
   452.750,   20.6191,   12.8262,
   452.800,   20.6196,   12.8266,
   452.850,   20.6201,   12.8275,
   452.900,   20.6201,   12.8280,
   452.950,   20.6201,   12.8286,
   453.000,   20.6204,   12.8293,
   453.050,   20.6207,   12.8301,
   453.100,   20.6211,   12.8308,
   453.150,   20.6222,   12.8321,
   453.200,   20.6240,   12.8339,
   453.250,   20.6262,   12.8359,
   453.300,   20.6281,   12.8375,
   453.350,   20.6290,   12.8387,
   453.400,   20.6302,   12.8398,
   453.450,   20.6312,   12.8409,
   453.500,   20.6332,   12.8416,
   453.550,   20.6332,   12.8408,
   453.600,   20.6354,   12.8425,
   453.650,   20.6379,   12.8444,
   453.700,   20.6409,   12.8467,
   453.750,   20.6441,   12.8491,
   453.800,   20.6475,   12.8516,
   453.850,   20.6506,   12.8539,
   453.900,   20.6533,   12.8559,
   453.950,   20.6559,   12.8580,
   454.000,   20.6583,   12.8600,
   454.050,   20.6605,   12.8618,
   454.100,   20.6620,   12.8632,
   454.150,   20.6632,   12.8643,
   454.200,   20.6643,   12.8655,
   454.250,   20.6651,   12.8666,
   454.300,   20.6653,   12.8671,
   454.350,   20.6653,   12.8675,
   454.400,   20.6655,   12.8681,
   454.450,   20.6657,   12.8688,
   454.500,   20.6652,   12.8689,
   454.550,   20.6654,   12.8692,
   454.600,   20.6657,   12.8697,
   454.650,   20.6660,   12.8702,
   454.700,   20.6662,   12.8707,
   454.750,   20.6662,   12.8712,
   454.800,   20.6657,   12.8713,
   454.850,   20.6653,   12.8714,
   454.900,   20.6648,   12.8716,
   454.950,   20.6649,   12.8719,
   455.000,   20.6641,   12.8717,
   455.050,   20.6630,   12.8712,
   455.100,   20.6619,   12.8705,
   455.150,   20.6605,   12.8697,
   455.200,   20.6597,   12.8694,
   455.250,   20.6593,   12.8693,
   455.300,   20.6589,   12.8691,
   455.350,   20.6590,   12.8693,
   455.400,   20.6596,   12.8698,
   455.450,   20.6599,   12.8698,
   455.500,   20.6598,   12.8701,
   455.550,   20.6594,   12.8700,
   455.600,   20.6568,   12.8684,
   455.650,   20.6563,   12.8683,
   455.700,   20.6555,   12.8680,
   455.750,   20.6546,   12.8676,
   455.800,   20.6544,   12.8677,
   455.850,   20.6538,   12.8675,
   455.900,   20.6528,   12.8669,
   455.950,   20.6516,   12.8663,
   456.000,   20.6504,   12.8657,
   456.050,   20.6494,   12.8651,
   456.100,   20.6484,   12.8647,
   456.150,   20.6475,   12.8642,
   456.200,   20.6467,   12.8637,
   456.250,   20.6460,   12.8634,
   456.300,   20.6455,   12.8632,
   456.350,   20.6451,   12.8629,
   456.400,   20.6450,   12.8629,
   456.450,   20.6450,   12.8629,
   456.500,   20.6451,   12.8630,
   456.550,   20.6451,   12.8631,
   456.600,   20.6452,   12.8631,
   456.650,   20.6453,   12.8633,
   456.700,   20.6457,   12.8635,
   456.750,   20.6462,   12.8639,
   456.800,   20.6466,   12.8642,
   456.850,   20.6463,   12.8641,
   456.900,   20.6461,   12.8639,
   456.950,   20.6455,   12.8635,
   457.000,   20.6446,   12.8630,
   457.050,   20.6433,   12.8621,
   457.100,   20.6414,   12.8607,
   457.150,   20.6401,   12.8600,
   457.200,  -99.0000,  -99.0000,
   457.250,  -99.0000,  -99.0000,
   457.300,   20.6377,   12.8587,
   457.350,   20.6394,   12.8600,
   457.400,   20.6411,   12.8612,
   457.450,   20.6433,   12.8628,
   457.500,   20.6454,   12.8641,
   457.550,   20.6473,   12.8648,
   457.600,   20.6506,   12.8672,
   457.650,   20.6534,   12.8693,
   457.700,   20.6559,   12.8711,
   457.750,   20.6582,   12.8728,
   457.800,   20.6600,   12.8741,
   457.850,   20.6619,   12.8755,
   457.900,   20.6638,   12.8769,
   457.950,   20.6660,   12.8784,
   458.000,   20.6682,   12.8800,
   458.050,   20.6700,   12.8812,
   458.100,   20.6713,   12.8822,
   458.150,   20.6724,   12.8829,
   458.200,   20.6732,   12.8835,
   458.250,   20.6738,   12.8839,
   458.300,   20.6741,   12.8842,
   458.350,   20.6742,   12.8842,
   458.400,   20.6742,   12.8843,
   458.450,   20.6740,   12.8842,
   458.500,   20.6738,   12.8842,
   458.550,   20.6738,   12.8842,
   458.600,   20.6742,   12.8844,
   458.650,   20.6745,   12.8843,
   458.700,   20.6749,   12.8847,
   458.750,   20.6760,   12.8853,
   458.800,   20.6774,   12.8860,
   458.850,   20.6783,   12.8865,
   458.900,   20.6790,   12.8867,
   458.950,   20.6794,   12.8869,
   459.000,   20.6797,   12.8869,
   459.050,   20.6801,   12.8870,
   459.100,   20.6805,   12.8870,
   459.150,   20.6809,   12.8872,
   459.200,   20.6813,   12.8873,
   459.250,   20.6818,   12.8875,
   459.300,   20.6822,   12.8876,
   459.350,   20.6825,   12.8876,
   459.400,   20.6828,   12.8875,
   459.450,   20.6828,   12.8872,
   459.500,   20.6823,   12.8866,
   459.550,   20.6800,   12.8846,
   459.600,   20.6804,   12.8844,
   459.650,   20.6811,   12.8846,
   459.700,   20.6816,   12.8847,
   459.750,   20.6819,   12.8845,
   459.800,   20.6811,   12.8837,
   459.850,   20.6799,   12.8827,
   459.900,   20.6795,   12.8822,
   459.950,   20.6797,   12.8821,
   460.000,   20.6798,   12.8821,
   460.050,   20.6798,   12.8820,
   460.100,   20.6798,   12.8818,
   460.150,   20.6797,   12.8816,
   460.200,   20.6795,   12.8814,
   460.250,   20.6792,   12.8811,
   460.300,   20.6790,   12.8807,
   460.350,   20.6785,   12.8803,
   460.400,   20.6776,   12.8795,
   460.450,   20.6766,   12.8787,
   460.500,   20.6755,   12.8777,
   460.550,   20.6744,   12.8767,
   460.600,   20.6733,   12.8757,
   460.650,   20.6695,   12.8727,
   460.700,   20.6687,   12.8718,
   460.750,   20.6687,   12.8714,
   460.800,   20.6685,   12.8710,
   460.850,   20.6681,   12.8703,
   460.900,   20.6676,   12.8697,
   460.950,   20.6673,   12.8692,
   461.000,   20.6662,   12.8682,
   461.050,   20.6649,   12.8671,
   461.100,   20.6635,   12.8660,
   461.150,   20.6620,   12.8648,
   461.200,   20.6604,   12.8637,
   461.250,   20.6587,   12.8625,
   461.300,   20.6568,   12.8612,
   461.350,   20.6549,   12.8599,
   461.400,   20.6528,   12.8586,
   461.450,   20.6505,   12.8571,
   461.500,   20.6480,   12.8556,
   461.550,   20.6455,   12.8541,
   461.600,   20.6408,   12.8510,
   461.650,   20.6385,   12.8497,
   461.700,   20.6364,   12.8484,
   461.750,   20.6345,   12.8474,
   461.800,   20.6324,   12.8462,
   461.850,   20.6300,   12.8448,
   461.900,   20.6277,   12.8435,
   461.950,   20.6255,   12.8422,
   462.000,   20.6233,   12.8409,
   462.050,   20.6211,   12.8396,
   462.100,   20.6189,   12.8383,
   462.150,   20.6168,   12.8370,
   462.200,   20.6149,   12.8359,
   462.250,   20.6132,   12.8349,
   462.300,   20.6119,   12.8342,
   462.350,   20.6106,   12.8335,
   462.400,   20.6096,   12.8329,
   462.450,   20.6087,   12.8324,
   462.500,   20.6080,   12.8321,
   462.550,   20.6076,   12.8317,
   462.600,   20.6074,   12.8316,
   462.650,   20.6073,   12.8315,
   462.700,   20.6069,   12.8313,
   462.750,   20.6067,   12.8311,
   462.800,   20.6067,   12.8311,
   462.850,   20.6066,   12.8310,
   462.900,   20.6064,   12.8308,
   462.950,   20.6063,   12.8306,
   463.000,   20.6061,   12.8303,
   463.050,   20.6058,   12.8300,
   463.100,   20.6053,   12.8295,
   463.150,   20.6048,   12.8289,
   463.200,   20.6041,   12.8282,
   463.250,   20.6035,   12.8276,
   463.300,   20.6027,   12.8268,
   463.350,   20.6019,   12.8260,
   463.400,   20.6009,   12.8251,
   463.450,   20.5998,   12.8240,
   463.500,   20.5997,   12.8236,
   463.550,   20.5987,   12.8226,
   463.600,   20.5975,   12.8214,
   463.650,   20.5962,   12.8201,
   463.700,   20.5947,   12.8186,
   463.750,   20.5930,   12.8171,
   463.800,   20.5912,   12.8153,
   463.850,   20.5890,   12.8133,
   463.900,   20.5868,   12.8112,
   463.950,   20.5844,   12.8092,
   464.000,   20.5822,   12.8072,
   464.050,   20.5799,   12.8052,
   464.100,   20.5776,   12.8032,
   464.150,   20.5753,   12.8012,
   464.200,   20.5731,   12.7993,
   464.250,   20.5710,   12.7975,
   464.300,   20.5689,   12.7956,
   464.350,   20.5669,   12.7939,
   464.400,   20.5651,   12.7923,
   464.450,   20.5636,   12.7910,
   464.500,   20.5624,   12.7899,
   464.550,   20.5623,   12.7895,
   464.600,   20.5612,   12.7885,
   464.650,   20.5604,   12.7877,
   464.700,   20.5596,   12.7870,
   464.750,   20.5589,   12.7864,
   464.800,   20.5583,   12.7858,
   464.850,   20.5579,   12.7855,
   464.900,   20.5577,   12.7852,
   464.950,   20.5576,   12.7850,
   465.000,   20.5575,   12.7849,
   465.050,   20.5576,   12.7848,
   465.100,   20.5579,   12.7849,
   465.150,   20.5587,   12.7853,
   465.200,   20.5602,   12.7860,
   465.250,   20.5623,   12.7872,
   465.300,   20.5651,   12.7889,
   465.350,   20.5687,   12.7912,
   465.400,   20.5733,   12.7941,
   465.450,   20.5787,   12.7975,
   465.500,   20.5848,   12.8014,
   465.550,   20.5912,   12.8056,
   465.600,   20.5972,   12.8094,
   465.650,   20.6036,   12.8135,
   465.700,   20.6102,   12.8177,
   465.750,   20.6170,   12.8221,
   465.800,   20.6246,   12.8270,
   465.850,   20.6315,   12.8314,
   465.900,   20.6378,   12.8352,
   465.950,   20.6429,   12.8383,
   466.000,   20.6475,   12.8409,
   466.050,   20.6509,   12.8427,
   466.100,   20.6533,   12.8437,
   466.150,   20.6544,   12.8437,
   466.200,   20.6550,   12.8434,
   466.250,   20.6553,   12.8428,
   466.300,   20.6552,   12.8418,
   466.350,   20.6549,   12.8409,
   466.400,   20.6555,   12.8399,
   466.450,   20.6572,   12.8399,
   466.500,   20.6590,   12.8401,
   466.550,   20.6594,   12.8396,
   466.600,   20.6578,   12.8377,
   466.650,   20.6551,   12.8350,
   466.700,   20.6551,   12.8343,
   466.750,   20.6532,   12.8323,
   466.800,   20.6520,   12.8308,
   466.850,   20.6501,   12.8289,
   466.900,   20.6467,   12.8261,
   466.950,   20.6437,   12.8234,
   467.000,   20.6397,   12.8202,
   467.050,   20.6361,   12.8171,
   467.100,   20.6346,   12.8157,
   467.150,   20.6317,   12.8133,
   467.200,   20.6316,   12.8127,
   467.250,   20.6322,   12.8128,
   467.300,   20.6342,   12.8138,
   467.350,   20.6356,   12.8143,
   467.400,   20.6368,   12.8148,
   467.450,   20.6377,   12.8150,
   467.500,   20.6373,   12.8144,
   467.550,   20.6327,   12.8109,
   467.600,   20.6240,   12.8046,
   467.650,   20.6099,   12.7943,
   467.700,   20.5945,   12.7832,
   467.750,   20.5824,   12.7745,
   467.800,   20.5744,   12.7687,
   467.850,   20.5687,   12.7645,
   467.900,   20.5676,   12.7635,
   467.950,   20.5586,   12.7569,
   468.000,   20.5489,   12.7500,
   468.050,   20.5472,   12.7488,
   468.100,   20.5497,   12.7506,
   468.150,   20.5494,   12.7504,
   468.200,   20.5479,   12.7493,
   468.250,   20.5472,   12.7489,
   468.300,   20.5446,   12.7470,
   468.350,   20.5392,   12.7432,
   468.400,   20.5303,   12.7370,
   468.450,   20.5143,   12.7260,
   468.500,   20.4974,   12.7142,
   468.550,   20.4851,   12.7056,
   468.600,   20.4887,   12.7081,
   468.650,   20.4935,   12.7114,
   468.700,   20.4994,   12.7154,
   468.750,   20.5014,   12.7167,
   468.800,   20.5058,   12.7197,
   468.850,   20.5107,   12.7230,
   468.900,   20.5138,   12.7250,
   468.950,   20.5131,   12.7244,
   469.000,   20.5031,   12.7172,
   469.050,   20.4958,   12.7120,
   469.100,   20.4927,   12.7096,
   469.150,   20.4960,   12.7117,
