JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,     0.000,     0.038,     0.000,     0.250,    64.550,  1145.580,     0.000,     5.000,  -251.921,     0.000,   192.181,   329.813,    43.379,    70.911,    20.000,    11.900,     0.000,    97.644,   100.419, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.556,     4.913,     0.108,  2869.691,   151.532,     0.250,    64.556,  1145.580,     1.000,     4.913,   -68.933,   142.955,   215.100,   329.399,    41.546,    56.042,    19.998,    11.902,     0.000,    97.440,   100.248, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.581,     4.856,     0.065,  1726.261,     0.000,     0.250,    64.581,  1145.580,     0.000,     4.856,  -229.714,     0.000,   196.987,   329.129,    39.054,    58.518,    19.997,    11.903,     0.000,    97.311,   100.122, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.539,     4.798,     0.119,  3047.746,   300.231,     0.250,    64.539,  1145.580,     1.000,     4.795,    90.725,   283.237,   210.181,   328.854,    36.596,    37.243,    19.995,    11.906,     0.000,    97.182,   100.033, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.410,     4.765,     0.062,  1600.342,     0.000,     0.250,    64.410,  1145.580,     0.000,     4.765,  -197.024,     0.000,   206.783,   328.702,    33.553,    41.552,    19.994,    11.907,     0.000,    97.114,    99.989, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.285,     4.703,     0.101,  2622.415,    78.852,     0.250,    64.285,  1145.580,     1.000,     4.703,   -74.578,    74.389,   246.396,   328.408,    32.377,    34.578,    19.993,    11.909,     0.000,    96.974,    99.859, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.103,     4.645,     0.107,  2834.186,     0.000,     0.250,    64.103,  1145.580,     0.000,     4.645,  -186.179,     0.000,   209.856,   328.134,    31.403,    36.498,    19.993,    11.911,     0.000,    96.846,    99.744, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   390.991,     4.583,     0.116,  2998.310,    80.869,     0.250,    63.991,  1057.880,     1.000,     4.583,   -59.551,    76.291,   250.159,   327.839,    29.444,    28.718,    19.992,    11.914,     0.000,    96.708,    99.625, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.828,     4.533,     0.072,  1757.885,     0.000,     0.250,    63.828,  1057.880,     0.000,     4.533,  -169.252,     0.000,   214.480,   327.601,    26.860,    29.271,    19.991,    11.916,     0.000,    96.602,    99.547, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.744,     4.474,     0.108,  2719.325,    26.290,     0.250,    63.744,  1057.880,     1.000,     4.474,  -110.817,    24.802,   248.975,   327.327,    25.587,    31.678,    19.991,    11.919,     0.000,    96.477,    99.434, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.000,    39.859,   390.589,     4.425,     0.062,  1511.171,     0.000,     0.250,    63.589,  1057.880,     0.000,     4.425,  -124.748,     0.000,   249.288,   327.094,    21.921,    25.021,    19.991,    11.922,     0.000,    96.376,    99.371, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.500,    40.007,   390.557,     4.375,     0.105,  2589.323,    12.119,     0.250,    63.557,  1057.880,     1.000,     4.375,   -94.265,    11.433,   259.072,   326.859,    17.999,    19.912,    19.990,    11.925,     0.000,    96.276,    99.317, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.000,    33.335,   390.477,     4.335,     0.067,  1672.135,     0.000,     0.250,    63.477,  1057.880,     0.000,     4.335,  -101.537,     0.000,   258.338,   326.672,    15.077,    18.126,    19.990,    11.928,     0.000,    96.201,    99.271, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
