JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,     0.000,     0.089,     0.000,     0.250,    86.550,  1907.050,     0.000,     5.000,  -237.608,     0.000,   195.155,   329.813,    40.156,    62.793,    20.000,    11.900,     0.000,    97.644,   100.447, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.592,     4.958,     0.053,  3326.314,   327.389,     0.250,    86.592,  1907.050,     1.000,     4.953,   103.236,   308.857,   205.508,   329.613,    37.499,    44.017,    19.998,    11.902,     0.000,    97.554,   100.381, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.577,     4.923,     0.032,  1380.185,     0.000,     0.250,    86.577,  1907.050,     0.000,     4.923,  -218.368,     0.000,   200.736,   329.446,    37.609,    52.050,    19.998,    11.902,     0.000,    97.464,   100.299, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.551,     4.889,     0.066,  3456.633,   346.039,     0.250,    86.551,  1907.050,     1.000,     4.883,   138.459,   326.452,   211.805,   329.288,    35.184,    35.326,    19.996,    11.904,     0.000,    97.398,   100.264, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.403,     4.852,     0.039,  2254.466,     0.000,     0.250,    86.403,  1907.050,     0.000,     4.852,  -212.608,     0.000,   201.721,   329.112,    35.241,    49.975,    19.996,    11.904,     0.000,    97.306,   100.163, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.308,     4.802,     0.052,  3244.976,   122.314,     0.250,    86.308,  1907.050,     1.000,     4.802,   -45.830,   115.390,   233.420,   328.875,    31.975,    33.792,    19.995,    11.906,     0.000,    97.192,   100.092, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.127,     4.772,     0.029,  2796.830,     0.000,     0.250,    86.127,  1907.050,     0.000,     4.772,  -161.330,     0.000,   237.130,   328.732,    34.060,    35.668,    19.994,    11.907,     0.000,    97.129,   100.033, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   390.998,     4.734,     0.055,  3900.714,   134.423,     0.250,    85.998,  1864.390,     1.000,     4.734,   -16.607,   126.814,   238.533,   328.553,    29.494,    23.908,    19.993,    11.909,     0.000,    97.046,    99.962, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.830,     4.697,     0.019,  1898.657,     0.000,     0.250,    85.830,  1864.390,     0.000,     4.697,  -181.291,     0.000,   211.213,   328.379,    29.681,    34.444,    19.992,    11.910,     0.000,    96.968,    99.879, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.749,     4.653,     0.075,  3743.974,    64.296,     0.250,    85.749,  1864.390,     1.000,     4.653,   -70.576,    60.656,   252.588,   328.172,    26.681,    28.968,    19.991,    11.912,     0.000,    96.871,    99.832, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.000,    39.859,   390.605,     4.623,     0.036,  1480.642,     0.000,     0.250,    85.605,  1864.390,     0.000,     4.623,  -116.386,     0.000,   257.393,   328.029,    22.814,    22.936,    19.990,    11.914,     0.000,    96.810,    99.808, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.500,    40.007,   390.584,     4.590,     0.063,  3118.145,    70.232,     0.250,    85.584,  1864.390,     1.000,     4.590,   -33.289,    66.257,   264.090,   327.872,    19.148,    16.616,    19.990,    11.916,     0.000,    96.741,    99.790, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.000,    33.335,   390.476,     4.566,     0.041,  1693.519,     0.000,     0.250,    85.476,  1864.390,     0.000,     4.566,   -90.599,     0.000,   265.888,   327.759,    14.760,    13.968,    19.989,    11.918,     0.000,    96.698,    99.784, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.500,    32.849,   390.465,     4.543,     0.049,  3080.660,    54.216,     0.250,    85.465,  1864.390,     1.000,     4.543,   -23.845,    51.147,   271.325,   327.653,     9.836,     8.828,    19.989,    11.920,     0.000,    96.657,    99.799, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.000,    33.856,   390.449,     4.523,    -0.009,  1567.075,     0.000,     0.250,    85.449,  1864.390,     0.000,     4.523,  -114.317,     0.000,   256.248,   327.559,    27.534,    15.472,    19.988,    11.922,     0.000,    96.626,    99.642, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.500,    33.525,   390.571,     4.509,     0.006,  2395.948,   314.799,     0.250,    85.571,  1864.390,     1.000,     4.497,   158.983,   296.980,   227.100,   327.491,    22.781,    14.825,    19.987,    11.929,     0.000,    96.644,    99.573, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     9.000,    34.378,   390.657,     4.479,     0.017,  1432.790,     0.000,     0.250,    85.657,  1864.390,     0.000,     4.479,  -163.139,     0.000,   219.680,   327.348,    25.090,    30.381,    19.987,    11.927,     0.000,    96.556,    99.454, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
