JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.550,     4.999,     0.000,    -0.009,     0.000,     0.250,    92.550,  1154.090,     0.000,     5.000,  -222.317,     0.000,   201.218,   329.813,    39.201,    54.521,    20.000,    11.900,     0.000,    97.644,   100.490, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.611,     4.965,     0.036,  3349.935,   137.848,     0.250,    92.611,  1154.090,     1.000,     4.965,   -90.053,   130.045,   217.207,   329.649,    43.629,    64.026,    19.999,    11.901,     0.000,    97.564,   100.402, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.576,     4.943,     0.005,  1296.154,     0.000,     0.250,    92.576,  1154.090,     0.000,     4.943,  -203.672,     0.000,   219.419,   329.545,    39.615,    53.931,    19.998,    11.901,     0.000,    97.513,   100.362, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.557,     4.909,     0.035,  3460.159,   292.942,     0.250,    92.557,  1154.090,     1.000,     4.908,    33.631,   276.361,   204.024,   329.381,    52.089,    65.284,    19.997,    11.903,     0.000,    97.437,   100.274, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.401,     4.886,     0.021,  2353.865,     0.000,     0.250,    92.401,  1154.090,     0.000,     4.886,  -201.396,     0.000,   233.013,   329.274,    42.215,    62.920,    19.997,    11.902,     0.000,    97.380,   100.223, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.312,     4.851,     0.038,  3402.549,   140.217,     0.250,    92.312,  1154.090,     1.000,     4.851,   -64.014,   132.281,   224.580,   329.106,    40.713,    51.055,    19.996,    11.903,     0.000,    97.297,   100.170, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.134,     4.827,     0.039,  2765.832,     0.000,     0.250,    92.134,  1154.090,     0.000,     4.827,  -149.733,     0.000,   247.775,   328.991,    32.522,    35.994,    19.995,    11.904,     0.000,    97.241,   100.159, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   391.002,     4.800,     0.054,  4021.605,   146.565,     0.250,    92.002,  1154.090,     1.000,     4.800,   -11.616,   138.269,   235.855,   328.864,    30.293,    26.583,    19.994,    11.905,     0.000,    97.181,   100.112, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.833,     4.775,     0.041,  1815.303,     0.000,     0.250,    91.833,  1147.810,     0.000,     4.775,  -150.417,     0.000,   247.803,   328.745,    33.236,    36.239,    19.993,    11.906,     0.000,    97.126,   100.033, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.749,     4.738,     0.049,  3997.402,    53.149,     0.250,    91.749,  1147.810,     1.000,     4.738,   -84.548,    50.140,   251.202,   328.573,    27.123,    30.195,    19.993,    11.907,     0.000,    97.042,   100.010, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.000,    39.859,   390.607,     4.708,     0.015,  1481.773,     0.000,     0.250,    91.607,  1147.810,     0.000,     4.708,  -121.527,     0.000,   258.674,   328.428,    26.774,    24.999,    19.992,    11.908,     0.000,    96.975,    99.987, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.500,    40.007,   390.591,     4.682,     0.031,  3293.155,    93.408,     0.250,    91.591,  1147.810,     1.000,     4.682,   -14.404,    88.121,   261.024,   328.306,    20.281,    14.962,    19.991,    11.909,     0.000,    96.920,    99.972, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.000,    33.335,   390.477,     4.657,     0.012,  1669.999,     0.000,     0.250,    91.477,  1147.810,     0.000,     4.657,   -95.918,     0.000,   265.720,   328.191,    17.822,    15.626,    19.990,    11.911,     0.000,    96.869,    99.958, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.500,    32.849,   390.473,     4.635,     0.041,  3144.356,    70.010,     0.250,    91.473,  1147.810,     1.000,     4.635,    -5.459,    66.047,   274.583,   328.085,    11.604,     6.400,    19.990,    11.912,     0.000,    96.826,    99.978, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.000,    33.856,   390.448,     4.614,     0.011,  1484.940,     0.000,     0.250,    91.448,  1147.810,     0.000,     4.614,  -122.510,     0.000,   259.752,   327.985,    26.975,    27.302,    19.989,    11.914,     0.000,    96.789,    99.819, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.500,    33.525,   390.574,     4.589,     0.043,  2321.501,   180.432,     0.250,    91.574,  1147.810,     1.000,     4.588,    23.422,   170.219,   231.286,   327.866,    25.188,    25.030,    19.988,    11.917,     0.000,    96.745,    99.735, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     9.000,    34.378,   390.658,     4.571,     0.014,  1411.839,     0.000,     0.250,    91.658,  1147.810,     0.000,     4.571,  -132.535,     0.000,   253.571,   327.781,    27.111,    31.214,    19.988,    11.918,     0.000,    96.715,    99.675, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     9.500,    34.699,   390.746,     4.559,     0.024,  2724.332,   350.496,     0.250,    91.746,  1147.810,     1.000,     4.541,   164.477,   330.656,   221.262,   327.727,    34.892,    24.822,    19.987,    11.924,     0.000,    96.732,    99.569, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
