JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),      N2,      DO,     EPI,     %DO,  TDG(%),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),APLIM,APLIM,APLIM,ANLIM,ANLIM,ANLIM,ALLIM,ALLIM,ALLIM,
     1.000,    31.486,   391.553,     4.999,     0.002,     3.343,     0.000,     0.270,     8.701,   310.160,     0.000,     5.000,  -237.608,     0.000,   195.155,   329.813,    40.156,    62.793,    20.000,    11.900,     0.000,    97.644,   100.447, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     1.500,    42.361,   391.563,     0.875,     0.144,   219.723,   327.389,     0.270,     8.711,   310.160,     1.000,     0.879,   150.778,   308.857,   205.508,   310.675,    24.311,    28.602,    20.331,    12.603,     0.000,    92.548,    93.746, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.000,    44.678,   391.563,     0.828,     0.141,   215.893,     0.000,     0.270,     8.711,   310.160,     0.000,     0.837,  -170.651,     0.000,   200.736,   310.465,    24.378,    36.545,    20.334,    12.607,     0.000,    92.460,    93.661, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     2.500,    44.283,   391.532,     0.940,     0.154,   234.375,   346.039,     0.270,     8.680,   310.160,     1.000,     0.940,   185.270,   326.452,   211.805,   310.969,    22.049,    19.968,    20.335,    12.610,     0.000,    92.770,    93.953, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.000,    43.719,   391.426,     0.882,     0.166,   245.486,     0.000,     0.270,     8.574,   310.160,     0.000,     0.891,  -166.396,     0.000,   201.721,   310.709,    22.442,    34.966,    20.338,    12.613,     0.000,    92.642,    93.826, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     3.500,    43.249,   391.305,     0.971,     0.153,   222.133,   122.314,     0.270,     8.453,   310.160,     1.000,     0.975,    -1.101,   115.390,   233.420,   311.111,    19.555,    19.244,    20.340,    12.616,     0.000,    92.896,    94.067, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.000,    44.866,   391.118,     1.004,     0.147,   203.854,     0.000,     0.270,     8.266,   310.160,     0.000,     1.011,  -114.888,     0.000,   237.130,   311.264,    20.716,    20.037,    20.346,    12.622,     0.000,    93.029,    94.188, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     4.500,    41.017,   390.994,     1.065,     0.166,   221.054,   134.423,     0.270,     8.142,   310.160,     1.000,     1.068,    26.104,   126.814,   238.533,   311.540,    17.655,    10.049,    20.344,    12.622,     0.000,    93.182,    94.321, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.000,    43.032,   390.834,     1.022,     0.164,   212.719,     0.000,     0.270,     7.982,   295.040,     0.000,     1.032,  -138.539,     0.000,   211.213,   311.345,    17.849,    20.559,    20.349,    12.627,     0.000,    93.108,    94.258, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     5.500,    39.677,   390.752,     1.096,     0.171,   219.241,    64.296,     0.270,     7.900,   295.040,     1.000,     1.101,   -28.203,    60.656,   252.588,   311.684,    14.766,    14.997,    20.347,    12.627,     0.000,    93.307,    94.460, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.000,    39.859,   390.605,     1.159,     0.165,   203.178,     0.000,     0.270,     7.753,   295.040,     0.000,     1.165,   -75.637,     0.000,   257.393,   311.968,    11.445,     9.617,    20.349,    12.630,     0.000,    93.490,    94.653, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     6.500,    40.007,   390.564,     1.214,     0.173,   210.130,    70.232,     0.270,     7.712,   295.040,     1.000,     1.217,     7.414,    66.257,   264.090,   312.221,     7.607,     3.105,    20.351,    12.633,     0.000,    93.657,    94.840, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.000,    33.335,   390.485,     1.246,     0.163,   194.156,     0.000,     0.270,     7.633,   295.040,     0.000,     1.251,   -51.808,     0.000,   265.888,   312.367,     3.980,     1.349,    20.355,    12.638,     0.000,    93.775,    94.976, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     7.500,    32.849,   390.456,     1.298,     0.181,   213.287,    54.216,     0.270,     7.604,   295.040,     1.000,     1.299,    13.942,    51.147,   271.325,   312.600,    -0.642,    -3.427,    20.353,    12.638,     0.000,    93.912,    95.142, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.000,    33.856,   390.456,     1.304,     0.156,   185.696,     0.000,     0.270,     7.604,   295.040,     0.000,     1.310,   -65.133,     0.000,   256.248,   312.632,    11.748,    -2.999,    20.363,    12.647,     0.000,    93.999,    95.102, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     8.500,    33.525,   390.573,     1.332,     0.157,   192.041,   314.799,     0.270,     7.721,   295.040,     1.000,     1.332,   197.573,   296.980,   227.100,   312.756,    11.786,     1.965,    20.360,    12.645,     0.000,    94.050,    95.105, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     9.000,    34.378,   390.658,     1.259,     0.152,   188.178,     0.000,     0.270,     7.806,   295.040,     0.000,     1.270,  -125.337,     0.000,   219.680,   312.424,    14.563,    18.030,    20.362,    12.648,     0.000,    93.881,    94.912, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
     9.500,    34.699,   390.737,     1.368,     0.149,   189.154,   366.914,     0.270,     7.885,   295.040,     1.000,     1.368,   231.436,   346.145,   223.466,   312.917,    18.963,     6.294,    20.362,    12.648,     0.000,    94.170,    95.096, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
    10.000,    33.476,   390.713,     1.304,     0.151,   189.463,     0.000,     0.270,     7.861,   295.040,     0.000,     1.315,  -145.774,     0.000,   220.860,   312.629,    23.656,    30.349,    20.366,    12.652,     0.000,    94.034,    94.919, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
    10.500,    32.372,   390.691,     1.394,     0.174,   217.906,   351.245,     0.270,     7.839,   295.040,     1.000,     1.394,   189.285,   331.364,   214.786,   313.042,    25.796,    18.027,    20.366,    12.654,     0.000,    94.281,    95.108, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
    11.000,    32.588,   390.581,     1.330,     0.161,   195.373,     0.000,     0.270,     7.729,   295.040,     0.000,     1.343,  -153.092,     0.000,   224.566,   312.746,    28.010,    36.902,    20.372,    12.659,     0.000,    94.150,    94.969, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,     1.000,
