ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.60956727976766689,2.2537901082460614,2.9031893568750808,22726,0.70785861039676623,0.77629075111544021,24.996304591771079,0.0033083032180420881
