ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.40199481389692049,0.7733294322823443,0.97083520226094844,43578,0.98648502922686154,1.091912466977361,-0.65917249766115127,0.00061224669508400987
