ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.5926199686837984,1.1405526388505112,1.4375713204792633,43428,0.97216972090828535,1.1411813528744283,-1.0760403727808612,0.00092654707237374795
