ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-1.4375399139021305,2.4109948462885495,3.4043432448325159,41116,0.88237845830852046,1.1103921910391206,-10.159036541918738,0.0019993900124708505
