JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    Gen2,    Gen3,    Gen4,    Gen5,    ISS2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    RPOM,    ALG1,      DO,     TIC,     ALK,  LDOM-P,  RDOM-P,  LPOM-P,  RPOM-P,  LDOM-N,  RDOM-N,  LPOM-N,  RPOM-N,     EPI,     SED,    SEDP,    SEDN,    SEDC,     DOC,     TOC,     TKN,      TN,      TP,     APR,    CHLA,     %DO,      pH,     CO2,    HCO3,     CO3,DOAP    (kg/d),DOEP    (kg/d),DOPOM   (kg/d),DODOM   (kg/d),DOOM    (kg/d),DONITR  (kg/d),DOREAR  (kg/d),DOSED   (kg/d),DOSOD   (kg/d),TICAG   (kg/d), CO2GASX(kg/d),APLIM,ANLIM,ALLIM,
  4384.002,   234.716,   299.999,    24.995,     0.001,     0.000,     0.000,     0.695,   157.999,   577.010,     1.000,    25.000,  -203.373,     0.000,   322.899,   435.402,    65.675,    25.195,      57.0, 0.247E-02,      0.00,      0.00,      6.06,      0.00,      7.69, 0.480E-01, 0.500E-01,     0.127,      2.89,      2.89,     0.868,     0.868,     0.100,      5.64,      5.13,      16.5, 0.589E-02, 0.589E-02, 0.169E-02, 0.169E-02,     0.324,     0.325, 0.734E-01, 0.735E-01,     4.998,     0.000,     0.000,     0.000,     0.000,      2.72,      3.58,     0.854,     0.981, 0.637E-01,-0.792E-02,      1.00,      70.7,      6.87,      1.16,      3.96, 0.153E-02, 0.000E+00, 0.000E+00, 0.557E-08, 0.185E-07, 0.241E-07, 0.207E-08, 0.613E-07, 0.186E-13, 0.306E-09, 0.139E-09, 0.325E-08,     0.941,     0.927,     0.000,
  4385.000,   122.932,   299.999,    24.971,     0.001,     0.000,     0.000,     0.683,   157.999,   577.010,     1.000,    24.971,  -132.465,     0.000,   383.260,   435.232,    58.450,    22.044,      57.0,      1.00,      0.00,      0.00,      6.06,      0.00,      7.63, 0.485E-01, 0.666E-01,     0.134,      2.70,      2.91,     0.831,     0.865,     0.087,      5.31,      5.24,      16.5, 0.553E-02, 0.594E-02, 0.162E-02, 0.168E-02,     0.304,     0.327, 0.696E-01, 0.732E-01,     6.210,     0.009,     0.000,     0.001,     0.007,      2.64,      3.48,     0.847,     0.981, 0.637E-01,-0.691E-02,     0.873,      66.6,      6.83,      1.27,      3.96, 0.140E-02, 0.000E+00, 0.000E+00, 0.532E-08, 0.173E-07, 0.227E-07, 0.275E-08, 0.700E-07, 0.911E-11, 0.306E-09, 0.121E-09,-0.271E-07,     0.942,     0.935,     0.000,
  4386.000,   259.166,   299.998,    24.968,     0.001,     0.000,     0.000,     0.671,   157.998,   577.010,     1.000,    24.966,  -108.929,     0.000,   391.073,   435.216,    47.366,    17.419,      57.0,      2.00,      0.00,      0.00,      6.06,      0.00,      7.55, 0.489E-01, 0.794E-01,     0.142,      2.53,      2.94,     0.788,     0.860,     0.079,      5.01,      5.33,      16.5, 0.518E-02, 0.599E-02, 0.155E-02, 0.167E-02,     0.284,     0.330, 0.658E-01, 0.728E-01,     7.513,     0.015,     0.000,     0.002,     0.013,      2.57,      3.38,     0.838,     0.980, 0.637E-01,-0.622E-02,     0.787,      62.7,      6.81,      1.34,      3.98, 0.134E-02, 0.000E+00, 0.000E+00, 0.505E-08, 0.163E-07, 0.213E-07, 0.327E-08, 0.779E-07, 0.160E-10, 0.306E-09, 0.109E-09,-0.292E-07,     0.942,     0.940,     0.000,
  4387.000,   283.605,   299.997,    24.971,     0.001,     0.000,     0.000,     0.660,   157.997,   577.010,     1.000,    24.970,  -134.887,     0.000,   382.076,   435.232,    59.286,    22.446,      57.0,      3.00,      0.00,      0.00,      6.06,      0.00,      7.50, 0.493E-01, 0.899E-01,     0.152,      2.37,      2.96,     0.748,     0.858,     0.069,      4.70,      5.41,      16.5, 0.485E-02, 0.603E-02, 0.149E-02, 0.167E-02,     0.266,     0.332, 0.623E-01, 0.726E-01,     9.001,     0.022,     0.000,     0.003,     0.019,      2.50,      3.29,     0.828,     0.980, 0.637E-01,-0.547E-02,     0.692,      59.0,      6.78,      1.43,      3.97, 0.125E-02, 0.000E+00, 0.000E+00, 0.480E-08, 0.152E-07, 0.200E-07, 0.369E-08, 0.855E-07, 0.224E-10, 0.306E-09, 0.967E-10,-0.314E-07,     0.943,     0.945,     0.000,
  4388.000,   267.703,   299.998,    24.963,     0.001,     0.000,     0.000,     0.651,   157.998,   577.010,     1.000,    24.963,   -96.848,     0.000,   394.650,   435.186,    41.295,    15.016,      57.0,      4.00,      0.00,      0.00,      6.06,      0.00,      7.49, 0.497E-01, 0.981E-01,     0.163,      2.21,      2.98,     0.713,     0.857,     0.060,      4.40,      5.50,      16.5, 0.454E-02, 0.607E-02, 0.143E-02, 0.167E-02,     0.248,     0.334, 0.590E-01, 0.725E-01,    10.522,     0.028,     0.000,     0.005,     0.026,      2.44,      3.20,     0.817,     0.980, 0.637E-01,-0.475E-02,     0.600,      55.2,      6.75,      1.54,      3.97, 0.116E-02, 0.000E+00, 0.000E+00, 0.458E-08, 0.143E-07, 0.188E-07, 0.404E-08, 0.938E-07, 0.290E-10, 0.306E-09, 0.833E-10,-0.339E-07,     0.943,     0.949,     0.000,
