ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.46605834092980858,0.55827894257064714,0.65748927848428573,21940,0.99284980142470047,1.0436700159036951,-0.1048669662416053,0.00059797353773160806
