                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 40802.999,   1,  0.97283560E+11,   0.00000000E+00,  -0.98120599E+11,   0.00000000E+00,   0.00000000E+00,   0.84861933E+09,   0.00000000E+00,   0.00000000E+00,   0.17047095E-06,
 40803.999,   1,  0.97441394E+11,   0.00000000E+00,  -0.98282395E+11,   0.00000000E+00,   0.00000000E+00,   0.85044252E+09,   0.00000000E+00,   0.00000000E+00,   0.20334112E-06,
 40805.000,   1,  0.97582011E+11,   0.00000000E+00,  -0.98410751E+11,   0.00000000E+00,   0.00000000E+00,   0.83345487E+09,   0.00000000E+00,   0.00000000E+00,   0.39160268E-06,
 40805.999,   1,  0.97728186E+11,   0.00000000E+00,  -0.98553944E+11,   0.00000000E+00,   0.00000000E+00,   0.83173628E+09,   0.00000000E+00,   0.00000000E+00,   0.28594810E-06,
 40807.000,   1,  0.97888714E+11,   0.00000000E+00,  -0.98729869E+11,   0.00000000E+00,   0.00000000E+00,   0.84793641E+09,   0.00000000E+00,   0.00000000E+00,   0.26078057E-06,
 40807.999,   1,  0.98046525E+11,   0.00000000E+00,  -0.98892462E+11,   0.00000000E+00,   0.00000000E+00,   0.85067721E+09,   0.00000000E+00,   0.00000000E+00,   0.36139916E-06,
 40809.000,   1,  0.98219040E+11,   0.00000000E+00,  -0.99056325E+11,   0.00000000E+00,   0.00000000E+00,   0.84325206E+09,   0.00000000E+00,   0.00000000E+00,   0.29025188E-06,
 40810.000,   1,  0.98421121E+11,   0.00000000E+00,  -0.99250128E+11,   0.00000000E+00,   0.00000000E+00,   0.83651757E+09,   0.00000000E+00,   0.00000000E+00,   0.24344781E-06,
 40811.000,   1,  0.98643160E+11,   0.00000000E+00,  -0.99441750E+11,   0.00000000E+00,   0.00000000E+00,   0.80699119E+09,   0.00000000E+00,   0.00000000E+00,   0.22386903E-06,
 40811.999,   1,  0.98863728E+11,   0.00000000E+00,  -0.99604318E+11,   0.00000000E+00,   0.00000000E+00,   0.74973094E+09,   0.00000000E+00,   0.00000000E+00,   0.19361455E-06,
 40813.000,   1,  0.99050052E+11,   0.00000000E+00,  -0.99793625E+11,   0.00000000E+00,   0.00000000E+00,   0.75122483E+09,   0.00000000E+00,   0.00000000E+00,   0.22474617E-06,
 40814.000,   1,  0.99228609E+11,   0.00000000E+00,  -0.99982270E+11,   0.00000000E+00,   0.00000000E+00,   0.76073457E+09,   0.00000000E+00,   0.00000000E+00,   0.22892506E-06,
 40814.999,   1,  0.99417758E+11,   0.00000000E+00,  -0.10016191E+12,   0.00000000E+00,   0.00000000E+00,   0.75193197E+09,   0.00000000E+00,   0.00000000E+00,   0.19766629E-06,
 40816.000,   1,  0.99606016E+11,   0.00000000E+00,  -0.10036106E+12,   0.00000000E+00,   0.00000000E+00,   0.76386792E+09,   0.00000000E+00,   0.00000000E+00,   0.19022512E-06,
 40817.000,   1,  0.99792185E+11,   0.00000000E+00,  -0.10054834E+12,   0.00000000E+00,   0.00000000E+00,   0.76639945E+09,   0.00000000E+00,   0.00000000E+00,   0.15583996E-06,
 40818.000,   1,  0.99986281E+11,   0.00000000E+00,  -0.10071951E+12,   0.00000000E+00,   0.00000000E+00,   0.74876085E+09,   0.00000000E+00,   0.00000000E+00,   0.10315068E-06,
 40819.000,   1,  0.10018039E+12,   0.00000000E+00,  -0.10089218E+12,   0.00000000E+00,   0.00000000E+00,   0.72841774E+09,   0.00000000E+00,   0.00000000E+00,   0.97787412E-07,
 40820.000,   1,  0.10034951E+12,   0.00000000E+00,  -0.10108853E+12,   0.00000000E+00,   0.00000000E+00,   0.74732300E+09,   0.00000000E+00,   0.00000000E+00,   0.17827002E-06,
 40821.000,   1,  0.10052369E+12,   0.00000000E+00,  -0.10127855E+12,   0.00000000E+00,   0.00000000E+00,   0.76012982E+09,   0.00000000E+00,   0.00000000E+00,   0.28300949E-06,
 40822.000,   1,  0.10072590E+12,   0.00000000E+00,  -0.10146649E+12,   0.00000000E+00,   0.00000000E+00,   0.74927274E+09,   0.00000000E+00,   0.00000000E+00,   0.14719500E-06,
 40822.999,   1,  0.10091517E+12,   0.00000000E+00,  -0.10165355E+12,   0.00000000E+00,   0.00000000E+00,   0.74498808E+09,   0.00000000E+00,   0.00000000E+00,   0.18001727E-06,
 40824.000,   1,  0.10109045E+12,   0.00000000E+00,  -0.10183025E+12,   0.00000000E+00,   0.00000000E+00,   0.74653920E+09,   0.00000000E+00,   0.00000000E+00,   0.18034050E-06,
 40825.000,   1,  0.10127662E+12,   0.00000000E+00,  -0.10202044E+12,   0.00000000E+00,   0.00000000E+00,   0.75765961E+09,   0.00000000E+00,   0.00000000E+00,   0.86294875E-07,
 40826.000,   1,  0.10145194E+12,   0.00000000E+00,  -0.10219206E+12,   0.00000000E+00,   0.00000000E+00,   0.75338472E+09,   0.00000000E+00,   0.00000000E+00,   0.10255721E-06,
 40827.000,   1,  0.10161759E+12,   0.00000000E+00,  -0.10235680E+12,   0.00000000E+00,   0.00000000E+00,   0.74865505E+09,   0.00000000E+00,   0.00000000E+00,   0.15348028E-06,
 40828.000,   1,  0.10179704E+12,   0.00000000E+00,  -0.10255050E+12,   0.00000000E+00,   0.00000000E+00,   0.76649224E+09,   0.00000000E+00,   0.00000000E+00,   0.12332580E-06,
 40828.999,   1,  0.10199266E+12,   0.00000000E+00,  -0.10276297E+12,   0.00000000E+00,   0.00000000E+00,   0.78326128E+09,   0.00000000E+00,   0.00000000E+00,   0.11949624E-06,
 40830.000,   1,  0.10220768E+12,   0.00000000E+00,  -0.10298391E+12,   0.00000000E+00,   0.00000000E+00,   0.78877284E+09,   0.00000000E+00,   0.00000000E+00,   0.11114101E-06,
 40831.000,   1,  0.10243951E+12,   0.00000000E+00,  -0.10320464E+12,   0.00000000E+00,   0.00000000E+00,   0.78232203E+09,   0.00000000E+00,   0.00000000E+00,   0.80158591E-07,
 40832.000,   1,  0.10266602E+12,   0.00000000E+00,  -0.10340283E+12,   0.00000000E+00,   0.00000000E+00,   0.75608354E+09,   0.00000000E+00,   0.00000000E+00,   0.85453181E-07,
 40832.999,   1,  0.10285948E+12,   0.00000000E+00,  -0.10357748E+12,   0.00000000E+00,   0.00000000E+00,   0.73465098E+09,   0.00000000E+00,   0.00000000E+00,   0.88125028E-07,
 40833.999,   1,  0.10301493E+12,   0.00000000E+00,  -0.10377288E+12,   0.00000000E+00,   0.00000000E+00,   0.76695784E+09,   0.00000000E+00,   0.00000000E+00,   0.17157200E-06,
 40835.000,   1,  0.10318597E+12,   0.00000000E+00,  -0.10397191E+12,   0.00000000E+00,   0.00000000E+00,   0.79633419E+09,   0.00000000E+00,   0.00000000E+00,   0.15681737E-06,
 40836.000,   1,  0.10340566E+12,   0.00000000E+00,  -0.10416115E+12,   0.00000000E+00,   0.00000000E+00,   0.77474857E+09,   0.00000000E+00,   0.00000000E+00,   0.77520308E-07,
 40837.000,   1,  0.10362829E+12,   0.00000000E+00,  -0.10436900E+12,   0.00000000E+00,   0.00000000E+00,   0.75777392E+09,   0.00000000E+00,   0.00000000E+00,   0.95863242E-07,
 40838.000,   1,  0.10381716E+12,   0.00000000E+00,  -0.10456306E+12,   0.00000000E+00,   0.00000000E+00,   0.75832141E+09,   0.00000000E+00,   0.00000000E+00,   0.13165476E-06,
 40839.000,   1,  0.10400288E+12,   0.00000000E+00,  -0.10472629E+12,   0.00000000E+00,   0.00000000E+00,   0.73758713E+09,   0.00000000E+00,   0.00000000E+00,   0.11216747E-06,
 40840.000,   1,  0.10417512E+12,   0.00000000E+00,  -0.10488877E+12,   0.00000000E+00,   0.00000000E+00,   0.72525917E+09,   0.00000000E+00,   0.00000000E+00,   0.15653090E-06,
 40840.999,   1,  0.10431611E+12,   0.00000000E+00,  -0.10506273E+12,   0.00000000E+00,   0.00000000E+00,   0.75558946E+09,   0.00000000E+00,   0.00000000E+00,   0.21341718E-06,
 40842.000,   1,  0.10448719E+12,   0.00000000E+00,  -0.10526357E+12,   0.00000000E+00,   0.00000000E+00,   0.78936869E+09,   0.00000000E+00,   0.00000000E+00,   0.15354980E-06,
 40843.000,   1,  0.10470889E+12,   0.00000000E+00,  -0.10548767E+12,   0.00000000E+00,   0.00000000E+00,   0.79407392E+09,   0.00000000E+00,   0.00000000E+00,   0.14089572E-06,
 40844.000,   1,  0.10495220E+12,   0.00000000E+00,  -0.10571583E+12,   0.00000000E+00,   0.00000000E+00,   0.78019931E+09,   0.00000000E+00,   0.00000000E+00,   0.12587571E-06,
 40845.000,   1,  0.10518408E+12,   0.00000000E+00,  -0.10594032E+12,   0.00000000E+00,   0.00000000E+00,   0.77288257E+09,   0.00000000E+00,   0.00000000E+00,   0.13611347E-06,
 40846.000,   1,  0.10539340E+12,   0.00000000E+00,  -0.10612411E+12,   0.00000000E+00,   0.00000000E+00,   0.74479427E+09,   0.00000000E+00,   0.00000000E+00,   0.14810411E-06,
 40847.000,   1,  0.10558168E+12,   0.00000000E+00,  -0.10628409E+12,   0.00000000E+00,   0.00000000E+00,   0.71493301E+09,   0.00000000E+00,   0.00000000E+00,   0.16582055E-06,
 40847.999,   1,  0.10574318E+12,   0.00000000E+00,  -0.10647379E+12,   0.00000000E+00,   0.00000000E+00,   0.74361863E+09,   0.00000000E+00,   0.00000000E+00,   0.14993563E-06,
 40849.000,   1,  0.10590469E+12,   0.00000000E+00,  -0.10667619E+12,   0.00000000E+00,   0.00000000E+00,   0.78404989E+09,   0.00000000E+00,   0.00000000E+00,   0.16521795E-06,
 40850.000,   1,  0.10610301E+12,   0.00000000E+00,  -0.10687014E+12,   0.00000000E+00,   0.00000000E+00,   0.77902428E+09,   0.00000000E+00,   0.00000000E+00,   0.18258589E-06,
 40851.000,   1,  0.10632941E+12,   0.00000000E+00,  -0.10708056E+12,   0.00000000E+00,   0.00000000E+00,   0.76472410E+09,   0.00000000E+00,   0.00000000E+00,   0.14942710E-06,
 40851.999,   1,  0.10653712E+12,   0.00000000E+00,  -0.10728418E+12,   0.00000000E+00,   0.00000000E+00,   0.76206417E+09,   0.00000000E+00,   0.00000000E+00,   0.14496984E-06,
 40852.999,   1,  0.10672917E+12,   0.00000000E+00,  -0.10748573E+12,   0.00000000E+00,   0.00000000E+00,   0.77261629E+09,   0.00000000E+00,   0.00000000E+00,   0.13390747E-06,
 40854.000,   1,  0.10693020E+12,   0.00000000E+00,  -0.10768354E+12,   0.00000000E+00,   0.00000000E+00,   0.76885129E+09,   0.00000000E+00,   0.00000000E+00,   0.14031625E-06,
 40855.000,   1,  0.10714466E+12,   0.00000000E+00,  -0.10789675E+12,   0.00000000E+00,   0.00000000E+00,   0.76643933E+09,   0.00000000E+00,   0.00000000E+00,   0.15188728E-06,
 40856.000,   1,  0.10736977E+12,   0.00000000E+00,  -0.10813935E+12,   0.00000000E+00,   0.00000000E+00,   0.78860927E+09,   0.00000000E+00,   0.00000000E+00,   0.12555934E-06,
 40857.000,   1,  0.10760119E+12,   0.00000000E+00,  -0.10836804E+12,   0.00000000E+00,   0.00000000E+00,   0.78865505E+09,   0.00000000E+00,   0.00000000E+00,   0.10373218E-06,
 40858.000,   1,  0.10784146E+12,   0.00000000E+00,  -0.10860405E+12,   0.00000000E+00,   0.00000000E+00,   0.78134014E+09,   0.00000000E+00,   0.00000000E+00,   0.12101394E-06,
 40859.000,   1,  0.10808435E+12,   0.00000000E+00,  -0.10884297E+12,   0.00000000E+00,   0.00000000E+00,   0.77294702E+09,   0.00000000E+00,   0.00000000E+00,   0.16434351E-06,
 40860.000,   1,  0.10832653E+12,   0.00000000E+00,  -0.10907772E+12,   0.00000000E+00,   0.00000000E+00,   0.76259575E+09,   0.00000000E+00,   0.00000000E+00,   0.21647066E-06,
 40861.000,   1,  0.10855607E+12,   0.00000000E+00,  -0.10929779E+12,   0.00000000E+00,   0.00000000E+00,   0.75454982E+09,   0.00000000E+00,   0.00000000E+00,   0.18990812E-06,
 40862.000,   1,  0.10877593E+12,   0.00000000E+00,  -0.10952235E+12,   0.00000000E+00,   0.00000000E+00,   0.76613855E+09,   0.00000000E+00,   0.00000000E+00,   0.13196033E-06,
 40863.000,   1,  0.10899561E+12,   0.00000000E+00,  -0.10976296E+12,   0.00000000E+00,   0.00000000E+00,   0.78372375E+09,   0.00000000E+00,   0.00000000E+00,   0.17125170E-06,
 40864.000,   1,  0.10922850E+12,   0.00000000E+00,  -0.11000649E+12,   0.00000000E+00,   0.00000000E+00,   0.78341286E+09,   0.00000000E+00,   0.00000000E+00,   0.49364673E-06,
 40865.000,   1,  0.10948487E+12,   0.00000000E+00,  -0.11025098E+12,   0.00000000E+00,   0.00000000E+00,   0.77001838E+09,   0.00000000E+00,   0.00000000E+00,   0.63956751E-06,
 40866.000,   1,  0.10972858E+12,   0.00000000E+00,  -0.11048125E+12,   0.00000000E+00,   0.00000000E+00,   0.75909555E+09,   0.00000000E+00,   0.00000000E+00,   0.41398618E-06,
 40867.000,   1,  0.10995680E+12,   0.00000000E+00,  -0.11071385E+12,   0.00000000E+00,   0.00000000E+00,   0.76785511E+09,   0.00000000E+00,   0.00000000E+00,   0.26669956E-06,
 40868.000,   1,  0.11019351E+12,   0.00000000E+00,  -0.11095331E+12,   0.00000000E+00,   0.00000000E+00,   0.76762301E+09,   0.00000000E+00,   0.00000000E+00,   0.37662300E-06,
 40869.000,   1,  0.11044419E+12,   0.00000000E+00,  -0.11119639E+12,   0.00000000E+00,   0.00000000E+00,   0.76055811E+09,   0.00000000E+00,   0.00000000E+00,   0.35837568E-06,
 40870.000,   1,  0.11069723E+12,   0.00000000E+00,  -0.11143061E+12,   0.00000000E+00,   0.00000000E+00,   0.74869675E+09,   0.00000000E+00,   0.00000000E+00,   0.19913082E-06,
 40871.000,   1,  0.11092685E+12,   0.00000000E+00,  -0.11164422E+12,   0.00000000E+00,   0.00000000E+00,   0.73136531E+09,   0.00000000E+00,   0.00000000E+00,   0.22328246E-06,
 40872.000,   1,  0.11113581E+12,   0.00000000E+00,  -0.11185419E+12,   0.00000000E+00,   0.00000000E+00,   0.72947824E+09,   0.00000000E+00,   0.00000000E+00,   0.27119368E-06,
 40873.000,   1,  0.11134178E+12,   0.00000000E+00,  -0.11205933E+12,   0.00000000E+00,   0.00000000E+00,   0.72812840E+09,   0.00000000E+00,   0.00000000E+00,   0.26226770E-06,
 40874.000,   1,  0.11154068E+12,   0.00000000E+00,  -0.11226583E+12,   0.00000000E+00,   0.00000000E+00,   0.73711843E+09,   0.00000000E+00,   0.00000000E+00,   0.23593419E-06,
 40875.000,   1,  0.11174036E+12,   0.00000000E+00,  -0.11247252E+12,   0.00000000E+00,   0.00000000E+00,   0.74902850E+09,   0.00000000E+00,   0.00000000E+00,   0.16521359E-06,
 40876.000,   1,  0.11196450E+12,   0.00000000E+00,  -0.11270390E+12,   0.00000000E+00,   0.00000000E+00,   0.75650584E+09,   0.00000000E+00,   0.00000000E+00,   0.15739704E-06,
 40877.000,   1,  0.11222431E+12,   0.00000000E+00,  -0.11297572E+12,   0.00000000E+00,   0.00000000E+00,   0.76457123E+09,   0.00000000E+00,   0.00000000E+00,   0.21448517E-06,
 40878.000,   1,  0.11249380E+12,   0.00000000E+00,  -0.11323590E+12,   0.00000000E+00,   0.00000000E+00,   0.75240718E+09,   0.00000000E+00,   0.00000000E+00,   0.30458775E-06,
 40879.000,   1,  0.11273007E+12,   0.00000000E+00,  -0.11347020E+12,   0.00000000E+00,   0.00000000E+00,   0.74932458E+09,   0.00000000E+00,   0.00000000E+00,   0.33305222E-06,
 40880.000,   1,  0.11294275E+12,   0.00000000E+00,  -0.11368731E+12,   0.00000000E+00,   0.00000000E+00,   0.75641503E+09,   0.00000000E+00,   0.00000000E+00,   0.28257191E-06,
 40881.000,   1,  0.11315651E+12,   0.00000000E+00,  -0.11390224E+12,   0.00000000E+00,   0.00000000E+00,   0.76005451E+09,   0.00000000E+00,   0.00000000E+00,   0.22598059E-06,
 40882.000,   1,  0.11337770E+12,   0.00000000E+00,  -0.11413111E+12,   0.00000000E+00,   0.00000000E+00,   0.76690826E+09,   0.00000000E+00,   0.00000000E+00,   0.22758862E-06,
 40883.000,   1,  0.11361414E+12,   0.00000000E+00,  -0.11437817E+12,   0.00000000E+00,   0.00000000E+00,   0.77242548E+09,   0.00000000E+00,   0.00000000E+00,   0.34073676E-06,
 40884.000,   1,  0.11389204E+12,   0.00000000E+00,  -0.11465821E+12,   0.00000000E+00,   0.00000000E+00,   0.77730795E+09,   0.00000000E+00,   0.00000000E+00,   0.27793191E-06,
 40885.000,   1,  0.11418830E+12,   0.00000000E+00,  -0.11493946E+12,   0.00000000E+00,   0.00000000E+00,   0.76939081E+09,   0.00000000E+00,   0.00000000E+00,   0.15031661E-06,
 40886.000,   1,  0.11445942E+12,   0.00000000E+00,  -0.11520890E+12,   0.00000000E+00,   0.00000000E+00,   0.76606440E+09,   0.00000000E+00,   0.00000000E+00,   0.16150063E-06,
 40887.000,   1,  0.11472285E+12,   0.00000000E+00,  -0.11547540E+12,   0.00000000E+00,   0.00000000E+00,   0.76782759E+09,   0.00000000E+00,   0.00000000E+00,   0.18836245E-06,
 40888.000,   1,  0.11498956E+12,   0.00000000E+00,  -0.11573811E+12,   0.00000000E+00,   0.00000000E+00,   0.76485572E+09,   0.00000000E+00,   0.00000000E+00,   0.16883161E-06,
 40889.000,   1,  0.11525945E+12,   0.00000000E+00,  -0.11601469E+12,   0.00000000E+00,   0.00000000E+00,   0.77088983E+09,   0.00000000E+00,   0.00000000E+00,   0.18644040E-06,
 40890.000,   1,  0.11553158E+12,   0.00000000E+00,  -0.11629888E+12,   0.00000000E+00,   0.00000000E+00,   0.78082155E+09,   0.00000000E+00,   0.00000000E+00,   0.20035863E-06,
 40891.000,   1,  0.11581896E+12,   0.00000000E+00,  -0.11658084E+12,   0.00000000E+00,   0.00000000E+00,   0.77698317E+09,   0.00000000E+00,   0.00000000E+00,   0.16790596E-06,
 40892.000,   1,  0.11609993E+12,   0.00000000E+00,  -0.11684835E+12,   0.00000000E+00,   0.00000000E+00,   0.76464230E+09,   0.00000000E+00,   0.00000000E+00,   0.15663763E-06,
 40893.000,   1,  0.11634000E+12,   0.00000000E+00,  -0.11708217E+12,   0.00000000E+00,   0.00000000E+00,   0.75646816E+09,   0.00000000E+00,   0.00000000E+00,   0.20776918E-06,
 40894.000,   1,  0.11655818E+12,   0.00000000E+00,  -0.11730427E+12,   0.00000000E+00,   0.00000000E+00,   0.75747029E+09,   0.00000000E+00,   0.00000000E+00,   0.23083594E-06,
 40895.000,   1,  0.11676958E+12,   0.00000000E+00,  -0.11751775E+12,   0.00000000E+00,   0.00000000E+00,   0.75783546E+09,   0.00000000E+00,   0.00000000E+00,   0.27551432E-06,
 40896.000,   1,  0.11698013E+12,   0.00000000E+00,  -0.11770310E+12,   0.00000000E+00,   0.00000000E+00,   0.73483814E+09,   0.00000000E+00,   0.00000000E+00,   0.21201614E-06,
 40897.000,   1,  0.11718293E+12,   0.00000000E+00,  -0.11791319E+12,   0.00000000E+00,   0.00000000E+00,   0.74636977E+09,   0.00000000E+00,   0.00000000E+00,   0.15534976E-06,
 40898.000,   1,  0.11739252E+12,   0.00000000E+00,  -0.11814273E+12,   0.00000000E+00,   0.00000000E+00,   0.76854039E+09,   0.00000000E+00,   0.00000000E+00,   0.12597327E-06,
 40899.000,   1,  0.11761120E+12,   0.00000000E+00,  -0.11837220E+12,   0.00000000E+00,   0.00000000E+00,   0.77713195E+09,   0.00000000E+00,   0.00000000E+00,   0.14291287E-06,
 40900.000,   1,  0.11784494E+12,   0.00000000E+00,  -0.11863511E+12,   0.00000000E+00,   0.00000000E+00,   0.80305384E+09,   0.00000000E+00,   0.00000000E+00,   0.16491141E-06,
 40901.000,   1,  0.11811076E+12,   0.00000000E+00,  -0.11891941E+12,   0.00000000E+00,   0.00000000E+00,   0.82440682E+09,   0.00000000E+00,   0.00000000E+00,   0.13549462E-06,
 40902.000,   1,  0.11839060E+12,   0.00000000E+00,  -0.11917758E+12,   0.00000000E+00,   0.00000000E+00,   0.80212716E+09,   0.00000000E+00,   0.00000000E+00,   0.13356256E-06,
 40903.000,   1,  0.11866262E+12,   0.00000000E+00,  -0.11940921E+12,   0.00000000E+00,   0.00000000E+00,   0.75944571E+09,   0.00000000E+00,   0.00000000E+00,   0.15320191E-06,
 40904.000,   1,  0.11891292E+12,   0.00000000E+00,  -0.11965382E+12,   0.00000000E+00,   0.00000000E+00,   0.75487743E+09,   0.00000000E+00,   0.00000000E+00,   0.13826288E-06,
 40905.000,   1,  0.11914527E+12,   0.00000000E+00,  -0.11990240E+12,   0.00000000E+00,   0.00000000E+00,   0.76849489E+09,   0.00000000E+00,   0.00000000E+00,   0.16653654E-06,
 40906.000,   1,  0.11936132E+12,   0.00000000E+00,  -0.12011103E+12,   0.00000000E+00,   0.00000000E+00,   0.75996981E+09,   0.00000000E+00,   0.00000000E+00,   0.17946492E-06,
 40907.000,   1,  0.11958592E+12,   0.00000000E+00,  -0.12032516E+12,   0.00000000E+00,   0.00000000E+00,   0.75018325E+09,   0.00000000E+00,   0.00000000E+00,   0.16727734E-06,
 40908.000,   1,  0.11982110E+12,   0.00000000E+00,  -0.12055131E+12,   0.00000000E+00,   0.00000000E+00,   0.74035700E+09,   0.00000000E+00,   0.00000000E+00,   0.19143064E-06,
 40909.000,   1,  0.12003613E+12,   0.00000000E+00,  -0.12076047E+12,   0.00000000E+00,   0.00000000E+00,   0.73523140E+09,   0.00000000E+00,   0.00000000E+00,   0.16920533E-06,
 40909.999,   1,  0.12017679E+12,   0.00000000E+00,  -0.12089895E+12,   0.00000000E+00,   0.00000000E+00,   0.73019033E+09,   0.00000000E+00,   0.00000000E+00,   0.22713652E-06,
 40911.000,   1,  0.12033431E+12,   0.00000000E+00,  -0.12106545E+12,   0.00000000E+00,   0.00000000E+00,   0.73952440E+09,   0.00000000E+00,   0.00000000E+00,   0.20575865E-06,
 40912.000,   1,  0.12055949E+12,   0.00000000E+00,  -0.12130602E+12,   0.00000000E+00,   0.00000000E+00,   0.76099626E+09,   0.00000000E+00,   0.00000000E+00,   0.12317946E-06,
 40913.000,   1,  0.12078086E+12,   0.00000000E+00,  -0.12151604E+12,   0.00000000E+00,   0.00000000E+00,   0.75275869E+09,   0.00000000E+00,   0.00000000E+00,   0.96457692E-07,
 40914.000,   1,  0.12101204E+12,   0.00000000E+00,  -0.12174187E+12,   0.00000000E+00,   0.00000000E+00,   0.74942298E+09,   0.00000000E+00,   0.00000000E+00,   0.78642994E-07,
 40915.000,   1,  0.12123940E+12,   0.00000000E+00,  -0.12198176E+12,   0.00000000E+00,   0.00000000E+00,   0.76001622E+09,   0.00000000E+00,   0.00000000E+00,   0.74230856E-07,
 40916.000,   1,  0.12146446E+12,   0.00000000E+00,  -0.12222149E+12,   0.00000000E+00,   0.00000000E+00,   0.77318681E+09,   0.00000000E+00,   0.00000000E+00,   0.84533130E-07,
 40917.000,   1,  0.12169458E+12,   0.00000000E+00,  -0.12244165E+12,   0.00000000E+00,   0.00000000E+00,   0.76440099E+09,   0.00000000E+00,   0.00000000E+00,   0.72749333E-07,
 40918.000,   1,  0.12190920E+12,   0.00000000E+00,  -0.12265984E+12,   0.00000000E+00,   0.00000000E+00,   0.76178848E+09,   0.00000000E+00,   0.00000000E+00,   0.12990581E-06,
 40919.000,   1,  0.12212631E+12,   0.00000000E+00,  -0.12289026E+12,   0.00000000E+00,   0.00000000E+00,   0.77359875E+09,   0.00000000E+00,   0.00000000E+00,   0.14351322E-06,
 40920.000,   1,  0.12237023E+12,   0.00000000E+00,  -0.12313593E+12,   0.00000000E+00,   0.00000000E+00,   0.77940660E+09,   0.00000000E+00,   0.00000000E+00,   0.97512210E-07,
 40921.000,   1,  0.12263052E+12,   0.00000000E+00,  -0.12340473E+12,   0.00000000E+00,   0.00000000E+00,   0.78658164E+09,   0.00000000E+00,   0.00000000E+00,   0.13749855E-06,
 40922.000,   1,  0.12291311E+12,   0.00000000E+00,  -0.12368393E+12,   0.00000000E+00,   0.00000000E+00,   0.78646640E+09,   0.00000000E+00,   0.00000000E+00,   0.11145093E-06,
 40923.000,   1,  0.12320504E+12,   0.00000000E+00,  -0.12395930E+12,   0.00000000E+00,   0.00000000E+00,   0.76955124E+09,   0.00000000E+00,   0.00000000E+00,   0.12835984E-06,
 40924.000,   1,  0.12349829E+12,   0.00000000E+00,  -0.12424097E+12,   0.00000000E+00,   0.00000000E+00,   0.75648139E+09,   0.00000000E+00,   0.00000000E+00,   0.14517154E-06,
 40925.000,   1,  0.12379753E+12,   0.00000000E+00,  -0.12455291E+12,   0.00000000E+00,   0.00000000E+00,   0.77074923E+09,   0.00000000E+00,   0.00000000E+00,   0.14156643E-06,
 40926.000,   1,  0.12409374E+12,   0.00000000E+00,  -0.12486043E+12,   0.00000000E+00,   0.00000000E+00,   0.78302578E+09,   0.00000000E+00,   0.00000000E+00,   0.12418548E-06,
 40927.000,   1,  0.12439120E+12,   0.00000000E+00,  -0.12516431E+12,   0.00000000E+00,   0.00000000E+00,   0.78957591E+09,   0.00000000E+00,   0.00000000E+00,   0.12696257E-06,
 40928.000,   1,  0.12468873E+12,   0.00000000E+00,  -0.12547376E+12,   0.00000000E+00,   0.00000000E+00,   0.79838137E+09,   0.00000000E+00,   0.00000000E+00,   0.14828053E-06,
 40929.000,   1,  0.12497566E+12,   0.00000000E+00,  -0.12575034E+12,   0.00000000E+00,   0.00000000E+00,   0.78640694E+09,   0.00000000E+00,   0.00000000E+00,   0.17968320E-06,
 40930.000,   1,  0.12524850E+12,   0.00000000E+00,  -0.12597709E+12,   0.00000000E+00,   0.00000000E+00,   0.74591129E+09,   0.00000000E+00,   0.00000000E+00,   0.11872088E-06,
 40931.000,   1,  0.12548674E+12,   0.00000000E+00,  -0.12619589E+12,   0.00000000E+00,   0.00000000E+00,   0.72504958E+09,   0.00000000E+00,   0.00000000E+00,   0.12472344E-06,
 40932.000,   1,  0.12569114E+12,   0.00000000E+00,  -0.12643482E+12,   0.00000000E+00,   0.00000000E+00,   0.75100223E+09,   0.00000000E+00,   0.00000000E+00,   0.28037846E-06,
 40933.000,   1,  0.12591600E+12,   0.00000000E+00,  -0.12667526E+12,   0.00000000E+00,   0.00000000E+00,   0.76962724E+09,   0.00000000E+00,   0.00000000E+00,   0.19630951E-06,
 40934.000,   1,  0.12616829E+12,   0.00000000E+00,  -0.12690622E+12,   0.00000000E+00,   0.00000000E+00,   0.75466247E+09,   0.00000000E+00,   0.00000000E+00,   0.12235774E-06,
 40935.000,   1,  0.12641188E+12,   0.00000000E+00,  -0.12713356E+12,   0.00000000E+00,   0.00000000E+00,   0.73985965E+09,   0.00000000E+00,   0.00000000E+00,   0.11345014E-06,
 40936.000,   1,  0.12664934E+12,   0.00000000E+00,  -0.12738621E+12,   0.00000000E+00,   0.00000000E+00,   0.75388824E+09,   0.00000000E+00,   0.00000000E+00,   0.13391676E-06,
 40937.000,   1,  0.12687948E+12,   0.00000000E+00,  -0.12760547E+12,   0.00000000E+00,   0.00000000E+00,   0.73983634E+09,   0.00000000E+00,   0.00000000E+00,   0.15408999E-06,
 40938.000,   1,  0.12706542E+12,   0.00000000E+00,  -0.12775671E+12,   0.00000000E+00,   0.00000000E+00,   0.69962348E+09,   0.00000000E+00,   0.00000000E+00,   0.26097711E-06,
 40938.999,   1,  0.12719576E+12,   0.00000000E+00,  -0.12789733E+12,   0.00000000E+00,   0.00000000E+00,   0.70254794E+09,   0.00000000E+00,   0.00000000E+00,   0.22681826E-05,
