ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
0.20592542422756249,2.1652395880333493,2.9867420319138023,20390,0.71000334678722066,0.77397741327308944,24.500288932724047,0.0034642343965307185
