ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.5106519352182266,0.93852182267362061,1.1600579115413792,43716,0.98755511949474017,1.1439706455421734,-1.1199441966421855,0.0006142134178978311
