ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
0.30385392453869459,1.9579412788029007,2.5265904954104079,43572,0.93631623227102811,1.0891702682143449,-9.7934305774245018,0.0013608338269934157
