ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
1.2843134207179996,2.014286182562834,2.6518642941439641,43626,0.91775222874779783,1.0234734593148085,-3.7889482941391037,0.0014669428271208015
