ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
0.42255062274877397,1.1739935772251879,1.5124027497110948,23043,0.63855285184328192,0.73819252599463159,26.586277570847159,0.003658836127033117
