ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.10632535643882086,0.63688052995919864,0.79490705261598305,43626,0.9871526980858879,1.073875754244181,-0.7131027451271148,0.00058655007063039858
