ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
0.46759352063695436,2.3843200009151646,3.4788135006416012,43708,0.86416464280847449,0.80272159477081928,20.221803549430732,0.0015223081894665061
