ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.35046401116500409,1.8388798984167658,2.5205525230153292,43708,0.9095183399164628,1.1042040279389578,-10.492595734331104,0.0016659169461445415
