ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.42097012366562281,0.83288042608636026,1.0258632399653762,43747,0.98827017682097973,1.121265992576745,-0.93862664135090412,0.00058405309246885274
