ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
1.5096436499094836,3.1629582857540726,3.9145029158292615,43086,0.44921219405736179,0.77660686577329929,21.746812531910606,0.0041429491897588501
