ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.32908513842233289,0.52392771921695813,0.67271709269680402,43165,0.90403992403800282,1.0769785789093638,-0.17475752085377749,0.0016888953525628877
