ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.73227318433200794,1.1692927007632892,1.4612631731642125,43758,0.9827918013095982,1.1749925317642753,-1.2647195691281254,0.00074328136211517892
