ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.80369387264992442,1.7651681739170211,2.7473008378740071,43722,0.91729797067662444,0.90390077356642839,10.912636831288992,0.0012980264679433604
