ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.89064631059039734,2.0664629198254074,2.7719808382805238,43530,0.91971259528976246,0.86682218896945051,15.013321814396136,0.0012275616327764049
