ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.70681037649219469,1.1490165289256198,1.4699670510977894,43560,0.97064191443470693,1.1322599816504231,-0.85142729681489726,0.00094351006642338681
